"variable.name_calculator","sites.sitename","plot.name","calculatior_Biome","mean_OM"
"OM_ag","S4-Lagolo P","Temperate Evergreen Forest. Stand established around 1933","T10",80
"OM_ag","S5-Lagolo B","Temperate Deciduous Forest. Stand established around 1941","T9",63
"OM_ag","S6-Brigolina B","Temperate Deciduous Forest. Stand established around 1952","T9",75
"OM_ag","S7-Brigolina S","Temperate Evergreen Forest. Stand established around 1952","T10",159
"OM_ag","S8-Vaneze","Temperate Evergreen Forest. Stand established around 1942","T10",119
"OM_ag","S9-Lavaronne","Temperate Evergreen Forest. Stand established around 1882","T7",119
"OM_ag","S10-Bondone","Temperate Deciduous Forest. Stand established around 1942","T9",46
"OM_ag","S11-Renon","Temperate Evergreen Forest. Stand established around 1822","T12",54
"OM_ag","De Inslag Forest","Pinus sylvestris Forest. Stand established around 1927","T7",71.95
"OM_root","De Inslag Forest","Pinus sylvestris Forest. Stand established around 1927","T7",12.6
"OM_ag","De Inslag Forest","Quercus robur Forest. Stand established around 1934","T8",75.75
"OM_root","De Inslag Forest","Quercus robur Forest. Stand established around 1934","T8",12.75
"OM_ag","De Inslag Forest","Quercus robur; Prunus serotina Forest. Stand established around 1934","T8",75.75
"OM_root","De Inslag Forest","Quercus robur; Prunus serotina Forest. Stand established around 1934","T8",12.75
"OM_ag","De Inslag Forest","Quercus robur; Rhododendron ponticum Forest. Stand established around 1934","T8",75.75
"OM_root","De Inslag Forest","Quercus robur; Rhododendron ponticum Forest. Stand established around 1934","T8",12.75
"OM_ag","De Inslag Forest","Quercus robur; Fagus sylvatica; Sorbus aucuparia Forest. Stand established around 1934","T8",75.75
"OM_root","De Inslag Forest","Quercus robur; Fagus sylvatica; Sorbus aucuparia Forest. Stand established around 1934","T8",12.75
"OM_ag","De Inslag Forest","Pinus sylvestris; Prunus serotina Forest. Stand established around 1927","T7",71.95
"OM_root","De Inslag Forest","Pinus sylvestris; Prunus serotina Forest. Stand established around 1927","T7",12.6
"OM_ag","De Inslag Forest","Pinus sylvestris; Rhododendron ponticum Forest. Stand established around 1927","T7",71.95
"OM_root","De Inslag Forest","Pinus sylvestris; Rhododendron ponticum Forest. Stand established around 1927","T7",12.6
"OM_ag","De Inslag Forest","Pinus sylvestris; Molina careulea Forest. Stand established around 1927","T7",71.95
"OM_root","De Inslag Forest","Pinus sylvestris; Molina careulea Forest. Stand established around 1927","T7",12.6
"OM_ag","De Inslag Forest","Grasses (mix) Forest. Stand established around 1927","T7",71.95
"OM_root","De Inslag Forest","Grasses (mix) Forest. Stand established around 1927","T7",12.6
"OM_ag","De Inslag Forest","Quercus robur; Pinus sylvestris Forest. Stand established around 1927","T7",71.95
"OM_root","De Inslag Forest","Quercus robur; Pinus sylvestris Forest. Stand established around 1927","T7",12.6
"OM_ag","Walker Branch","Temperate Deciduous Forest. Stand established around 1905","T4",98.85
"OM_litter","Walker Branch","Temperate Deciduous Forest. Stand established around 1905","Subtropical",16.5
"OM_litter","Petawawa Research Forest","Temperate Evergreen Forest. Stand established around 1910","Continental",34.03
"OM_ag","Coweeta Hydrologic Laboratory","Temperate Deciduous Forest. Stand established around 1910","T4",112.35
"OM_root","Coweeta Hydrologic Laboratory","Temperate Deciduous Forest. Stand established around 1910","T4",12.1
"OM_litter","Coweeta Hydrologic Laboratory","Temperate Deciduous Forest. Stand established around 1910","Subtropical",13
"OM_ag","Joyce Kilmer-Slickrock Wilderness","Temperate Deciduous Forest","T4",225.5
"OM_root","Joyce Kilmer-Slickrock Wilderness","Temperate Deciduous Forest","T4",7.16
"OM_litter","Joyce Kilmer-Slickrock Wilderness","Temperate Deciduous Forest","Subtropical",13.35
"OM_ag","Mt. Takao","Temperate Evergreen Forest. Stand established around 1900","T5",76.9
"OM_root","Mt. Takao","Temperate Evergreen Forest. Stand established around 1900","T5",16.9
"OM_root","Joshi_1991_spot research site in India","Quercus floribunda Forest","T4",2.49
"OM_litter","Joshi_1991_spot research site in India","Quercus floribunda Forest","Subtropical",2.78
"OM_root","Joshi_1991_spot research site in India","Quercus leucotrichophora Forest","T4",2.27
"OM_litter","Joshi_1991_spot research site in India","Quercus leucotrichophora Forest","Subtropical",3.43
"OM_root","Joshi_1991_spot research site in India","Cedrus deodara Forest",NA,1.54
"OM_litter","Joshi_1991_spot research site in India","Cedrus deodara Forest",NA,3.73
"OM_root","Joshi_1991_spot research site in India","Pinus roxburghii Forest",NA,0.98
"OM_litter","Joshi_1991_spot research site in India","Pinus roxburghii Forest",NA,3.02
"OM_root","Joshi_1991_spot research site in India","Aggrading Coriaria nepalensis Forest","T4",0.32
"OM_ag","Kenkeme-S200","Boreal Deciduous Forest. Stand established around 1798","T13",50.66
"OM_ag","Neleger-L200","Boreal Deciduous Forest. Stand established around 1828","T13",52.72
"OM_ag","Dinghushan Nature Reserve","Aggrading Subtropical Evergreen Forest. Stand established around 1933","T5",40.6
"OM_ag","Werner_2006_ncac research site in China","Tropical Evergreen Forest","T4",268
"OM_root","Werner_2006_ncac research site in China","Tropical Evergreen Forest","T4",73.5
"OM_litter","Werner_2006_ncac research site in China","Tropical Evergreen Forest","Subtropical",1.73
"OM_ag","Klimahaus Research Station","Temperate Evergreen Forest. Stand established around 1912","T12",34
"OM_root","Klimahaus Research Station","Temperate Evergreen Forest. Stand established around 1912","T12",19.2
"OM_ag","Canaima National Park","Aggrading Tropical Evergreen Forest. Stand established around 1940","T1",180
"OM_litter","Canaima National Park","Aggrading Tropical Evergreen Forest. Stand established around 1940","Tropical",8.64
"OM_root","San Carlos de Rio Negro","Tropical Evergreen Forest","T1",46.915
"OM_litter","Dinghushan-MPF","Aggrading Subtropical Evergreen Forest. Stand established around 1948","Subtropical",5.29
"OM_litter","Dinghushan-MF","Subtropical Evergreen Forest. Stand established around 1893",NA,3.43
"OM_litter","Dinghushan-MEBF","Subtropical Evergreen Forest. Stand established around 1603","Subtropical",2.88
"OM_ag","Cehegin","Mediterranean Evergreen Forest. Stand established around 1906",NA,12.44
"OM_ag","Lambir Hills National Park","Tropical Evergreen Forest","T1",272.4
"OM_ag","Noormets_2010_rocf research site in North Carolina USA","Aggrading Temperate Evergreen Forest","T5",53.6
"OM_root","Noormets_2010_rocf research site in North Carolina USA","Aggrading Temperate Evergreen Forest","T5",12.9666666666667
"OM_root","Changbai Mountains Forest Ecosystem Research Station","Temperate Evergreen Forest. Stand established around 1824","T10",8.99
"OM_litter","Changbai Mountains Forest Ecosystem Research Station","Temperate Evergreen Forest. Stand established around 1824","Continental",5.535
"OM_root","Changbai Mountains Forest Ecosystem Research Station","Temperate Deciduous Forest. Stand established around 1944","T9",8.305
"OM_litter","Changbai Mountains Forest Ecosystem Research Station","Temperate Deciduous Forest. Stand established around 1944","Continental",4.68
"OM_litter","Gwangneung Forest","Temperate Evergreen Forest. Stand established around 1940","Continental",7.8
"OM_litter","Gwangneung Forest","Temperate Evergreen Forest. Stand established around 1933",NA,6.95
"OM_root","Gwangneung Experimental Forest","Temperate Deciduous Forest. Stand established around 1862",NA,6.8315
"OM_root","Gwangneung Experimental Forest","Temperate Evergreen Forest. Stand established around 1927","T10",1.308
"OM_root","Gwangneung Experimental Forest","Temperate Mixed Forest. Stand established around 1927","T9",4.053
"OM_ag","Almagro_2010_bcap research site in Murcia Spain","Temperate Evergreen Forest. Stand established around 1856",NA,32.94
"OM_root","Almagro_2010_bcap research site in Murcia Spain","Temperate Evergreen Forest. Stand established around 1856",NA,3.05
"OM_ag","Almagro_2010_bcap research site in Murcia Spain","Temperate Deciduous Forest. Stand established around 1906",NA,8.3
"OM_root","Almagro_2010_bcap research site in Murcia Spain","Temperate Deciduous Forest. Stand established around 1906",NA,1.62
"OM_ag","Turkey Point Flux Station","Temperate Evergreen Forest. Stand established around 1939","T10",99.91
"OM_root","Turkey Point Flux Station","Temperate Evergreen Forest. Stand established around 1939","T10",19.2
"OM_ag","Mt. Makiling Forest Reserve","Aggrading Tropical Evergreen Forest. Stand established around 1947","T2",113
"OM_litter","Mt. Makiling Forest Reserve","Aggrading Tropical Evergreen Forest. Stand established around 1947","Tropical",2.16
"OM_ag","Luquillo Experimental Forest/Bisley","Tropical Evergreen Forest",NA,74
"OM_ag","Luquillo Experimental Forest/Icacos","Tropical Evergreen Forest",NA,103
"OM_root","Mae Klong Watershed Research Station","Tropical Evergreen Forest","T2",12.15
"OM_litter","Mae Klong Watershed Research Station","Tropical Evergreen Forest","Tropical",1.325
"OM_ag","Chae_2011_avos research site in South Korea","Temperate Deciduous Forest. Stand established around 1862","T9",112.5
"OM_ag","Coruche","Mediterranean Deciduous Forest. Stand established around 1948",NA,27.5
"OM_ag","Dinghushan Forest Ecosystem Research Station-PF","Aggrading Subtropical Evergreen Forest. Stand established around 1958","T5",613
"OM_litter","Dinghushan Forest Ecosystem Research Station-PF","Aggrading Subtropical Evergreen Forest. Stand established around 1958","Subtropical",2.18
"OM_ag","Dinghushan Forest Ecosystem Research Station-MF","Subtropical Evergreen Forest. Stand established around 1908","T4",821
"OM_litter","Dinghushan Forest Ecosystem Research Station-MF","Subtropical Evergreen Forest. Stand established around 1908","Subtropical",2.485
"OM_ag","Dinghushan Forest Ecosystem Research Station-BF","Subtropical Evergreen Forest. Stand established around 1608","T4",1452
"OM_litter","Dinghushan Forest Ecosystem Research Station-BF","Subtropical Evergreen Forest. Stand established around 1608","Subtropical",1.64
"OM_ag","Vesijako Research Forest","Boreal Evergreen Forest. Stand established around 1950","T12",132.4
"OM_litter","Escambia Experimental Forest","Subtropical Evergreen Forest. Stand established around 1958","Subtropical",6.92727272727273
"OM_ag","Takayama experimental forest","Temperate Deciduous Forest. Stand established around 1951","T9",596
"OM_root","Dinghushan Biosphere Reserve","Subtropical Deciduous Forest. Stand established around 1604","T4",5.4095
"OM_root","Dinghushan Biosphere Reserve","Subtropical Mixed Forest. Stand established around 1924","T5",5.3175
"OM_root","Dinghushan Biosphere Reserve","Subtropical Mixed Forest. Stand established around 1934","T5",4.261
"OM_root","Bricka","Temperate Deciduous Forest. Stand established around 1905","T8",11.65
"OM_root","Kladje","Temperate Deciduous Forest. Stand established around 1905","T8",7.7
"OM_root","Rajhenav","Temperate Deciduous Forest. Stand established around 1905","T8",5.2
"OM_root","Snezna jama","Temperate Deciduous Forest. Stand established around 1905","T8",6.95
"OM_root","Vrhovo","Temperate Deciduous Forest. Stand established around 1905","T8",9.8
"OM_root","Uribe_2013_eowo research site in Spain","Mediterranean Deciduous Forest. Stand established around 1958","T8",2.85
"OM_root","Uribe_2013_eowo research site in Spain","Mediterranean Evergreen Forest. Stand established around 1888","T7",2.2
"OM_litter","Schindlbacher_2014_nvis research site in Austria","Temperate Mixed Forest. Stand established around 1883","Subtropical",10
"OM_ag","Flambeau River State Forest","Temperate Deciduous Forest. Stand established around 1928","T9",2.71
"OM_root","Flambeau River State Forest","Temperate Deciduous Forest. Stand established around 1928","T9",3.09
"OM_litter","Flambeau River State Forest","Temperate Deciduous Forest. Stand established around 1928","Continental",1.93
"OM_ag","Mt. Ailao Nature Reserve","Subtropical Evergreen Forest. Stand established around 1711",NA,499
"OM_litter","Lyuri_2013_cisr research site in Russia","Boreal Evergreen Forest. Stand established around 1911","Continental",25.3
"OM_litter","Lyuri_2013_cisr research site in Russia","Boreal Evergreen Forest. Stand established around 1841","Continental",33.3
"OM_ag","Noh_2013_cand research site in South Korea","Temperate Evergreen Forest. Stand established around 1938","T10",87.7
"OM_root","Noh_2013_cand research site in South Korea","Temperate Evergreen Forest. Stand established around 1938","T10",24.5
"OM_litter","Noh_2013_cand research site in South Korea","Temperate Evergreen Forest. Stand established around 1938","Continental",10.1
"OM_ag","Soro","Temperate Deciduous Forest. Stand established around 1919","T8",98.86
"OM_root","Soro","Temperate Deciduous Forest. Stand established around 1919","T8",18.46
"OM_ag","Acjanaco","Tropical Evergreen Forest","T8",64.9
"OM_ag","Wayqecha Biological Station","Tropical Evergreen Forest","T8",86.2
"OM_root","Wayqecha Biological Station","Tropical Evergreen Forest","T8",7.24
"OM_ag","Kenia-dry","Tropical Evergreen Forest",NA,68.4
"OM_ag","Kenia-wet","Tropical Evergreen Forest",NA,66.2
"OM_root","Dinghushan Biosphere Reserve-BF","Subtropical Evergreen Forest. Stand established around 1611","T4",48
"OM_root","Dinghushan Biosphere Reserve-CF","Subtropical Evergreen Forest. Stand established around 1911",NA,44
"OM_ag","Bellif national forest","Mediterranean Evergreen Forest. Stand established around 1921.5",NA,156.2
"OM_root","Bellif national forest","Mediterranean Evergreen Forest. Stand established around 1921.5",NA,49.4
"OM_ag","Harvard Forest-Prospect Hill","Temperate Evergreen Forest. Stand established around 1781","T10",181
"OM_ag","Harvard Forest-Simes","Temperate Evergreen Forest. Stand established around 1879","T10",135
"OM_ag","Black Pond","Temperate Deciduous Forest. Stand established around 1876","T9",17.4
