"measurement.ID","sites.sitename","plot.name","stand.age","dominant.life.form","dominant.veg","scientific.name","veg.notes","variable.name","date","date.loc","start.date","start.date.loc","end.date","end.date.loc","mean","n","stat.name","stat","area.sampled","notes","method.ID","allometry_1","allometry_2","min.dbh","depth","covariate_1","coV_1.value","covariate_2","coV_2.value","conflicts","R.group","S.group","D.group","D.precedence","conflict.type","D.precedence.measurement.ID","conflicts.notes","citation.ID","loaded.from","source.notes","measurement.ID.v1","loaded.by","checked.ori.pub","ForC.investigator","required.citations","flag.suspicious"
44933,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6412)","35","woody","2TD",NA,"Celtis sinensis Pers.","stand.density","NI",9,NA,9,NA,9,83,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11405, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44935,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6417)","35","woody","2TD",NA,"Celtis sinensis Pers.","stand.density","NI",9,NA,9,NA,9,317,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11415, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44937,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6418)","35","woody","2TD",NA,"Celtis sinensis Pers.","stand.density","NI",9,NA,9,NA,9,67,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11417, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44939,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6428)","35","woody","2TD",NA,"Celtis sinensis Pers.","stand.density","NI",9,NA,9,NA,9,50,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11437, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44941,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6430)","30","woody","2TD",NA,"Celtis sinensis Pers.","stand.density","NI",9,NA,9,NA,9,117,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11441, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44943,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6453)","35","woody","2TD",NA,"Celtis sinensis Pers.","stand.density","NI",9,NA,9,NA,9,133,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11487, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44945,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6456)","35","woody","2TD",NA,"Celtis sinensis Pers.","stand.density","NI",9,NA,9,NA,9,167,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11493, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44947,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6477)","35","woody","2TD",NA,"Celtis sinensis Pers.","stand.density","NI",9,NA,9,NA,9,150,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11535, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44949,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6392)","35","woody","NAC",NA,"Cephalotaxus sinensis (Rehd. et Wils. ) Li","stand.density","NI",9,NA,9,NA,9,33,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11364, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44951,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6392)","35","woody","NAC",NA,"Cephalotaxus sinensis (Rehd. et Wils. ) Li","stand.density","NI",9,NA,9,NA,9,33,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11365, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44953,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6375)","35","woody","2TD",NA,"Cerasus pseudocerasus (Lindl.) G. Don","stand.density","NI",9,NA,9,NA,9,33,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11330, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44955,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6386)","35","woody","2TD",NA,"Cerasus pseudocerasus (Lindl.) G. Don","stand.density","NI",9,NA,9,NA,9,83,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11352, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44957,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6413)","35","woody","2TD",NA,"Cerasus pseudocerasus (Lindl.) G. Don","stand.density","NI",9,NA,9,NA,9,17,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11406, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44959,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6436)","35","woody","2TD",NA,"Cerasus pseudocerasus (Lindl.) G. Don","stand.density","NI",9,NA,9,NA,9,167,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11452, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44961,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6442)","35","woody","2TD",NA,"Cerasus pseudocerasus (Lindl.) G. Don","stand.density","NI",9,NA,9,NA,9,233,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11464, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44963,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6457)","35","woody","2TD",NA,"Cerasus pseudocerasus (Lindl.) G. Don","stand.density","NI",9,NA,9,NA,9,217,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11494, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44965,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6375)","35","woody","2TD",NA,"Cerasus pseudocerasus (Lindl.) G. Don","stand.density","NI",9,NA,9,NA,9,33,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11331, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44967,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6386)","35","woody","2TD",NA,"Cerasus pseudocerasus (Lindl.) G. Don","stand.density","NI",9,NA,9,NA,9,83,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11353, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44969,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6413)","35","woody","2TD",NA,"Cerasus pseudocerasus (Lindl.) G. Don","stand.density","NI",9,NA,9,NA,9,17,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11407, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44971,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6436)","35","woody","2TD",NA,"Cerasus pseudocerasus (Lindl.) G. Don","stand.density","NI",9,NA,9,NA,9,167,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11453, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44973,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6442)","35","woody","2TD",NA,"Cerasus pseudocerasus (Lindl.) G. Don","stand.density","NI",9,NA,9,NA,9,233,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11465, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44975,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6457)","35","woody","2TD",NA,"Cerasus pseudocerasus (Lindl.) G. Don","stand.density","NI",9,NA,9,NA,9,217,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11495, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44977,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6429)","35","woody","2TE",NA,"Cinnamomum bodinieri","stand.density","NI",9,NA,9,NA,9,150,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11438, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44979,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6429)","35","woody","2TE",NA,"Cinnamomum bodinieri","stand.density","NI",9,NA,9,NA,9,150,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11439, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44981,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6394)","35","woody","NAC",NA,"Cryptomeria fortunei Hooibrenk ex Otto et Diet","stand.density","NI",9,NA,9,NA,9,17,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11368, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44983,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6394)","35","woody","NAC",NA,"Cryptomeria fortunei Hooibrenk ex Otto et Diet","stand.density","NI",9,NA,9,NA,9,17,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11369, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44985,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6372)","35","woody","NAC",NA,"Cudrania tricuspidata (Carr.) Bur. ex Lavallee","stand.density","NI",9,NA,9,NA,9,50,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11324, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44987,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6372)","35","woody","NAC",NA,"Cudrania tricuspidata (Carr.) Bur. ex Lavallee","stand.density","NI",9,NA,9,NA,9,50,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11325, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44989,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6378)","35","woody","2TEN",NA,"Cunninghamia lanceolata","stand.density","NI",9,NA,9,NA,9,17,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11336, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44991,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6396)","35","woody","2TEN",NA,"Cunninghamia lanceolata","stand.density","NI",9,NA,9,NA,9,17,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11372, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44993,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6427)","35","woody","2TEN",NA,"Cunninghamia lanceolata","stand.density","NI",9,NA,9,NA,9,17,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11434, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44995,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6463)","35","woody","2TEN",NA,"Cunninghamia lanceolata","stand.density","NI",9,NA,9,NA,9,283,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11506, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44997,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6483)","35","woody","2TEN",NA,"Cunninghamia lanceolata","stand.density","NI",9,NA,9,NA,9,317,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11546, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
44999,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6378)","35","woody","2TEN",NA,"Cunninghamia lanceolata","stand.density","NI",9,NA,9,NA,9,17,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11337, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
45001,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6396)","35","woody","2TEN",NA,"Cunninghamia lanceolata","stand.density","NI",9,NA,9,NA,9,17,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11373, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
45003,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6427)","35","woody","2TEN",NA,"Cunninghamia lanceolata","stand.density","NI",9,NA,9,NA,9,17,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11435, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
45005,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6463)","35","woody","2TEN",NA,"Cunninghamia lanceolata","stand.density","NI",9,NA,9,NA,9,283,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11507, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
45007,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6483)","35","woody","2TEN",NA,"Cunninghamia lanceolata","stand.density","NI",9,NA,9,NA,9,317,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11547, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
45009,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6380)","35","woody","2TEB",NA,"Cyclobalanopsis glauca","stand.density","NI",9,NA,9,NA,9,33,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11340, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
45011,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6452)","35","woody","2TEB",NA,"Cyclobalanopsis glauca","stand.density","NI",9,NA,9,NA,9,17,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11484, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
45013,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6380)","35","woody","2TEB",NA,"Cyclobalanopsis glauca","stand.density","NI",9,NA,9,NA,9,33,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11341, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
45015,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6452)","35","woody","2TEB",NA,"Cyclobalanopsis glauca","stand.density","NI",9,NA,9,NA,9,17,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11485, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
45017,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6383)","35","woody","2TEB",NA,"Cyclobalanopsis glauca","stand.density","NI",9,NA,9,NA,9,17,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11346, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
45019,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6509)","35","woody","2TEB",NA,"Cyclobalanopsis glauca","stand.density","NI",9,NA,9,NA,9,550,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11598, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
45021,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6383)","35","woody","2TEB",NA,"Cyclobalanopsis glauca","stand.density","NI",9,NA,9,NA,9,17,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11347, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
45023,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6509)","35","woody","2TEB",NA,"Cyclobalanopsis glauca","stand.density","NI",9,NA,9,NA,9,550,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11599, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
45025,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6381)","35","woody","2TEB",NA,"Cyclobalanopsis glauca","stand.density","NI",9,NA,9,NA,9,33,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"2","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11342, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
45027,"Xin Henan ","regrowth stand regenerating via spontaneous natural regeneration (GROA plot.id 6381)","35","woody","2TEB",NA,"Cyclobalanopsis glauca","stand.density","NI",9,NA,9,NA,9,33,"15",NA,NA,"0.15","Biomass allometries: site-specific-harvest.",NA,"NAC",NA,"NAC","NAC","",NA,"",NA,"I",NA,NA,NA,NA,NA,NA,NA,"Guo_2014_part","Cook-Patton_2020_mcap","GROA measurement.id #11343, site.id #5393",NA,"R script by Valentine Herrmann",0,"Dr. Susan Cook-Patton","[Cook-Patton database citation, in ForC format]",0
