measurementID,sites.sitename,plot.name,stand.age,dominantveg,scientificname,acceptedsymbol,Regentype,Managementtype,variables.name,method_id,date,dateloc,start_date,start_dateloc,end_date,end_dateloc,mean,n,statname,stat,notes,covariate_1,coV1_value,coV1_units,covariate_2,coV2_value,coV2_units,covariate_3,coV3_value,coV3_units,dupcode,dupnum,citations.doi,citations.author,citations.year,citations.title,loaded_from,measurementID.v1,ForC_investigator
3774,Sabalo,"Premontane Wet, Transition to Basal, Atlantic Forest recovery following pasture abandonment",27,2TEB,NA,2TEB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,66.8,10,SE,4.7,NA,depth,20,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16508,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3775,Sabalo,"Premontane Wet, Transition to Basal, Atlantic Forest recovery following pasture abandonment",27,2TEB,NA,2TEB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,89.1,15,SE,6,NA,depth,30,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16562,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3776,Sabalo,"Premontane Wet, Transition to Basal, Atlantic Forest recovery following pasture abandonment",27,2TEB,NA,2TEB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,122,20,SE,8.8,NA,depth,50,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16615,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3777,Sabalo,"Premontane Wet, Transition to Basal, Atlantic Forest recovery following pasture abandonment",27,2TEB,NA,2TEB,natgrazed,UM,SOC,NAC,NI,9,NI,9,NI,9,187.9,25,SE,14.7,NA,depth,100,cm,NA,NA,NA,NA,NA,NA,0,0,phd thesis,Cifuentes-Jara,2008,Aboveground biomass and ecosystem carbon pools in tropical secondary forests growing in six life zones of Costa Rica,Bonner2013/original study,16664,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3778,Sabana mahogany plantation,Stand development of unmanaged plantation,18,2TB,Swietenia macrophylla,SWMA,plantation,O,Biomass_foliage,NAC,1981.01.01,8,NA,9,NA,9,6,NI,NI,NI,trees only,min_dbh,4,cm,allometric_equation,27.3,NA,allometric_equation,27.4,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,179,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3779,Sabana mahogany plantation,Stand development of unmanaged plantation,18,2TB,Swietenia macrophylla,SWMA,plantation,O,ANPP_1,383,NA,9,1982.01.01,8,1984.01.01,8,16.6,1,NI,NI,NPP by trees only,allometric_equation,27.3,NA,allometric_equation,27.4,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,180,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3780,Sabana mahogany plantation,Stand development of unmanaged plantation,19,2TB,Swietenia macrophylla,SWMA,plantation,O,ANPP_litterfall_1,NAC,1982.01.01,8,NA,9,NA,9,8.5,1,NI,NI,leaf+misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,185,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3781,Sabana mahogany plantation,Stand development of unmanaged plantation,20,2TB,Swietenia macrophylla,SWMA,plantation,O,Organic layer,386,1983.01.01,8,NA,9,NA,9,13.24,8,SE,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,186,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3782,Sabana mahogany plantation,Stand development of unmanaged plantation,18,2TB,Swietenia macrophylla,SWMA,plantation,O,Biomass_ag,383.1,1981.01.01,8,NA,9,NA,9,94,NI,NI,NI,trees only,min_dbh,4,cm,allometric_equation,27.3,NA,allometric_equation,27.4,NA,M,1,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,191,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3783,Sabana mahogany plantation,Stand development of unmanaged plantation,18,2TB,Swietenia macrophylla,SWMA,plantation,O,Biomass_total,NAC,1981.01.01,8,NA,9,NA,9,102.075,NI,NI,NI,trees only,depth,0.6,m,allometric_equation,27.3,NA,allometric_equation,27.4,NA,M,1,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,192,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3784,Sabana mahogany plantation,Stand development of unmanaged plantation,18,2TB,Swietenia macrophylla,SWMA,plantation,O,ANPP_litterfall_1,NAC,1981.01.01,8,NA,9,NA,9,10,1,NI,NI,leaf+misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,197,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3785,Sabana mahogany plantation,Stand development of unmanaged plantation,20,2TB,Swietenia macrophylla,SWMA,plantation,O,ANPP_litterfall_1,NAC,1983.01.01,8,NA,9,NA,9,10.3,1,NI,NI,leaf+misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,198,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3786,Sabana mahogany plantation,Stand development of unmanaged plantation,18,2TB,Swietenia macrophylla,SWMA,plantation,O,Biomass_ag,383.1,1981.01.01,8,NA,9,NA,9,102,NI,NI,NI,including understory,min_dbh,0,cm,allometric_equation,27.3,NA,allometric_equation,27.4,NA,M,2,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,215,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3787,Sabana mahogany plantation,Stand development of unmanaged plantation,18,2TB,Swietenia macrophylla,SWMA,plantation,O,Biomass_total,NAC,1981.01.01,8,NA,9,NA,9,110.075,NI,NI,NI,including understory,depth,0.6,m,allometric_equation,27.3,NA,allometric_equation,27.4,NA,M,2,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,216,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3788,Sabana mahogany plantation,Stand development of unmanaged plantation,18,2TB,Swietenia macrophylla,SWMA,plantation,O,ANPP_litterfall_2,NAC,1981.01.01,8,NA,9,NA,9,11.4,1,NI,NI,leaf+misc+wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,221,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3789,Sabana mahogany plantation,Stand development of unmanaged plantation,20,2TB,Swietenia macrophylla,SWMA,plantation,O,ANPP_litterfall_2,NAC,1983.01.01,8,NA,9,NA,9,12,1,NI,NI,leaf+misc+wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,222,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3790,Sabana mahogany plantation,Stand development of unmanaged plantation,18,2TB,Swietenia macrophylla,SWMA,plantation,UM,Biomass_root_fine,412,1981.01.01,8,NA,9,NA,9,1.499,3,NI,NI,NA,depth,0.6,m,root_diameter_max,1,mm,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,238,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3791,Sabana mahogany plantation,Stand development of unmanaged plantation,19,2TB,Swietenia macrophylla,SWMA,plantation,UM,ANPP_litterfall_2,NAC,1982.01.01,8,NA,9,NA,9,9.9,1,NI,NI,leaf+misc+wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,244,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3792,Sabana mahogany plantation,Stand development of unmanaged plantation,18,2TB,Swietenia macrophylla,SWMA,plantation,O,Biomass_ags,NAC,1981.01.01,8,NA,9,NA,9,88,NI,NI,NI,trees only,min_dbh,4,cm,allometric_equation,27.3,NA,allometric_equation,27.4,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,274,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3793,Sabana mahogany plantation,Stand development of unmanaged plantation,18,2TB,Swietenia macrophylla,SWMA,plantation,UM,Biomass_root_total,413,1981.01.01,8,NA,9,NA,9,8.075,3,NI,NI,NA,depth,0.6,m,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,275,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3794,Sabana mahogany plantation,Stand development of unmanaged plantation,18,2TB,Swietenia macrophylla,SWMA,plantation,O,Organic layer,386,1981.01.01,8,NA,9,NA,9,11.93,6,SE,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,280,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3795,Sabana mahogany plantation,Stand development of unmanaged plantation,19,2TB,Swietenia macrophylla,SWMA,plantation,UM,Organic layer,386,1982.01.01,8,NA,9,NA,9,11.36,12,SE,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,281,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3796,Sabana secondary forest,young secondary,23.5,2TEB,NA,2TEB,nodata,O,Biomass_foliage,NAC,1981.01.01,8,NA,9,NA,9,5,NI,NI,NI,trees only,min_dbh,4,cm,allometric_equation,28,NA,allometric_equation,29,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,204,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3797,Sabana secondary forest,young secondary,24.5,2TEB,NA,2TEB,nodata,O,ANPP_litterfall_1,NAC,1982.01.01,8,NA,9,NA,9,5.8,1,NI,NI,leaf+misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,210,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3798,Sabana secondary forest,young secondary,23.5,2TEB,NA,2TEB,nodata,UM,Biomass_ag,382.1,1981.01.01,8,NA,9,NA,9,68,NI,NI,NI,trees only,min_dbh,4,cm,allometric_equation,28,NA,allometric_equation,29,NA,M,1,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,239,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3799,Sabana secondary forest,young secondary,23.5,2TEB,NA,2TEB,nodata,UM,Biomass_total,NAC,1981.01.01,8,NA,9,NA,9,80.483,NI,NI,NI,trees only,depth,0.5,m,allometric_equation,28,NA,allometric_equation,29,NA,M,1,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,240,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3800,Sabana secondary forest,young secondary,23.5,2TEB,NA,2TEB,nodata,UM,ANPP_litterfall_1,NAC,1981.01.01,8,NA,9,NA,9,8.2,1,NI,NI,leaf+misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,245,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3801,Sabana secondary forest,young secondary,25.5,2TEB,NA,2TEB,nodata,UM,ANPP_litterfall_1,NAC,1983.01.01,8,NA,9,NA,9,5.4,1,NI,NI,leaf+misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,246,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3802,Sabana secondary forest,young secondary,23.5,2TEB,NA,2TEB,nodata,UM,Biomass_ag,382.1,1981.01.01,8,NA,9,NA,9,72,NI,NI,NI,including understory,min_dbh,0,cm,allometric_equation,28,NA,allometric_equation,29,NA,M,2,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,262,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3803,Sabana secondary forest,young secondary,23.5,2TEB,NA,2TEB,nodata,UM,Biomass_root_fine,412,1981.01.01,8,NA,9,NA,9,2.502,3,NI,NI,NA,depth,0.5,m,root_diameter_max,1,mm,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,263,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3804,Sabana secondary forest,young secondary,23.5,2TEB,NA,2TEB,nodata,UM,Biomass_total,NAC,1981.01.01,8,NA,9,NA,9,84.483,NI,NI,NI,including understory,depth,0.5,m,allometric_equation,28,NA,allometric_equation,29,NA,M,2,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,264,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3805,Sabana secondary forest,young secondary,23.5,2TEB,NA,2TEB,nodata,UM,ANPP_litterfall_2,NAC,1981.01.01,8,NA,9,NA,9,9.4,1,NI,NI,leaf+misc+wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,268,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3806,Sabana secondary forest,young secondary,24.5,2TEB,NA,2TEB,nodata,UM,ANPP_litterfall_2,NAC,1982.01.01,8,NA,9,NA,9,7.1,1,NI,NI,leaf+misc+wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,269,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3807,Sabana secondary forest,young secondary,25.5,2TEB,NA,2TEB,nodata,O,ANPP_litterfall_2,NAC,1983.01.01,8,NA,9,NA,9,7.1,1,NI,NI,leaf+misc+wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,270,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3808,Sabana secondary forest,young secondary,23.5,2TEB,NA,2TEB,nodata,O,ANPP_1,382,NA,9,1982.01.01,8,1984.01.01,8,8.5,1,NI,NI,NPP by trees only,allometric_equation,28,NA,allometric_equation,29,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,276,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3809,Sabana secondary forest,young secondary,25.5,2TEB,NA,2TEB,nodata,O,Organic layer,386,1983.01.01,8,NA,9,NA,9,5.29,8,SE,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,282,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3810,Sabana secondary forest,young secondary,23.5,2TEB,NA,2TEB,nodata,UM,Biomass_ags,NAC,1981.01.01,8,NA,9,NA,9,63,NI,NI,NI,trees only,min_dbh,4,cm,allometric_equation,28,NA,allometric_equation,29,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,299,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3811,Sabana secondary forest,young secondary,23.5,2TEB,NA,2TEB,nodata,UM,Biomass_root_total,413,1981.01.01,8,NA,9,NA,9,12.483,3,NI,NI,NA,depth,0.5,m,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,Anderson et al. 2006,300,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3812,Sabana secondary forest,young secondary,23.5,2TEB,NA,2TEB,nodata,UM,Organic layer,386,1981.01.01,8,NA,9,NA,9,5.21,6,SE,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,305,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3813,Sabana secondary forest,young secondary,24.5,2TEB,NA,2TEB,nodata,O,Organic layer,386,1982.01.01,8,NA,9,NA,9,5,12,SE,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2937169,Lugo,1992,Comparison of Tropical Tree Plantations with Secondary Forests of Similar Age,,306,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3814,Sakaerat,primary forest,999,2TEB,NA,2TEB,nodata,UM,NEE_annual,NAC,2002.01.01,8,NA,9,NA,9,1.8,1,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/j.agrformet.2007.11.016,Hirata,2008,Spatial distribution of carbon balance in forest ecosystems across East Asia,Yu et al. 2014,1708,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3815,Sakaerat,primary forest,999,2TEB,NA,2TEB,nodata,UM,NEE_annual,NAC,2003.01.01,8,NA,9,NA,9,-0.9,1,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/j.agrformet.2007.11.016,Hirata,2008,Spatial distribution of carbon balance in forest ecosystems across East Asia,Yu et al. 2014,1709,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3816,Sakaerat,primary forest,999,2TEB,NA,2TEB,nodata,UM,GPP_C_annual,NAC,2002.01.01,8,NA,9,NA,9,35.6,1,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/j.agrformet.2007.11.016,Hirata,2008,Spatial distribution of carbon balance in forest ecosystems across East Asia,Yu et al. 2014,1710,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3817,Sakaerat,primary forest,999,2TEB,NA,2TEB,nodata,UM,GPP_C_annual,NAC,2003.01.01,8,NA,9,NA,9,39.6,1,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/j.agrformet.2007.11.016,Hirata,2008,Spatial distribution of carbon balance in forest ecosystems across East Asia,Yu et al. 2014,1711,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3818,Sakaerat,primary forest,999,2TEB,NA,2TEB,nodata,UM,Reco_annual,NAC,2002.01.01,8,NA,9,NA,9,37.4,1,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/j.agrformet.2007.11.016,Hirata,2008,Spatial distribution of carbon balance in forest ecosystems across East Asia,Yu et al. 2014,1712,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3819,Sakaerat,primary forest,999,2TEB,NA,2TEB,nodata,UM,Reco_annual,NAC,2003.01.01,8,NA,9,NA,9,38.7,1,NAC,NAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.1016/j.agrformet.2007.11.016,Hirata,2008,Spatial distribution of carbon balance in forest ecosystems across East Asia,Yu et al. 2014,1713,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3820,Saldarriaga chronosequence I,Observational I,9,2TEB,NA,2TEB,natcult,UM,Biomass_foliage,422,1985.01.01,8.5,NA,9,NA,9,6.96,4,NI,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2260625,Saldarriaga,1988,Long-Term Chronosequence of Forest Succession in the Upper Rio Negro of Colombia and Venezuela,,1386,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3821,Saldarriaga chronosequence I,Observational I,9,2TEB,NA,2TEB,natcult,UM,Biomass_ags,443,1985.01.01,8.5,NA,9,NA,9,27.78,4,NI,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2260625,Saldarriaga,1988,Long-Term Chronosequence of Forest Succession in the Upper Rio Negro of Colombia and Venezuela,,1409,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3822,Saldarriaga chronosequence I,Observational I,9,2TEB,NA,2TEB,natcult,UM,Biomass_ag,380,1985.01.01,8.5,NA,9,NA,9,43.9,4,NI,NI,NA,min_dbh,1,cm,allometric_equation,8,NA,NA,NA,NA,0,0,10.2307/2260625,Saldarriaga,1988,Long-Term Chronosequence of Forest Succession in the Upper Rio Negro of Colombia and Venezuela,,1432,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3823,Saldarriaga chronosequence I,Observational I,9,2TEB,NA,2TEB,natcult,UM,Biomass_root_total,406,1985.01.01,8.5,NA,9,NA,9,7.45,4,NI,NI,NA,depth,70,cm,NA,NA,NA,NA,NA,NA,R,5,10.2307/2260625,Saldarriaga,1988,Long-Term Chronosequence of Forest Succession in the Upper Rio Negro of Colombia and Venezuela,,1455,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3824,Saldarriaga chronosequence I,Observational I,9,2TEB,NA,2TEB,natcult,UM,Biomass_total,410,1985.01.01,8.5,NA,9,NA,9,51.3,4,NI,NI,NA,NA,NA,NA,allometric_equation,8,NA,NA,NA,NA,0,0,10.2307/2260625,Saldarriaga,1988,Long-Term Chronosequence of Forest Succession in the Upper Rio Negro of Colombia and Venezuela,,1478,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3825,Saldarriaga chronosequence I,Observational I,9,2TEB,NA,2TEB,natcult,UM,Deadwood,424,1985.01.01,8.5,NA,9,NA,9,31.2,4,NI,NI,NA,NA,NA,NA,allometric_equation,8,NA,NA,NA,NA,0,0,10.2307/2260625,Saldarriaga,1988,Long-Term Chronosequence of Forest Succession in the Upper Rio Negro of Colombia and Venezuela,,1501,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3826,Saldarriaga chronosequence I,Observational I,9,2TEB,NA,2TEB,natcult,UM,Biomass_root_total,406,1985.01.01,8.5,NA,9,NA,9,2.23,4,NI,NI,NA,depth,0,cm,NA,NA,NA,NA,NA,NA,R,1,10.2307/2260625,Saldarriaga,1988,Long-Term Chronosequence of Forest Succession in the Upper Rio Negro of Colombia and Venezuela,,1524,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3827,Saldarriaga chronosequence I,Observational I,9,2TEB,NA,2TEB,natcult,UM,Biomass_root_total,406,1985.01.01,8.5,NA,9,NA,9,5.21,4,NI,NI,NA,depth,10,cm,NA,NA,NA,NA,NA,NA,R,2,10.2307/2260625,Saldarriaga,1988,Long-Term Chronosequence of Forest Succession in the Upper Rio Negro of Colombia and Venezuela,,1525,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3828,Saldarriaga chronosequence I,Observational I,9,2TEB,NA,2TEB,natcult,UM,Biomass_root_total,406,1985.01.01,8.5,NA,9,NA,9,5.9,4,NI,NI,NA,depth,20,cm,NA,NA,NA,NA,NA,NA,R,3,10.2307/2260625,Saldarriaga,1988,Long-Term Chronosequence of Forest Succession in the Upper Rio Negro of Colombia and Venezuela,,1526,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3829,Saldarriaga chronosequence I,Observational I,9,2TEB,NA,2TEB,natcult,UM,Biomass_root_total,406,1985.01.01,8.5,NA,9,NA,9,6.4,4,NI,NI,NA,depth,30,cm,NA,NA,NA,NA,NA,NA,R,4,10.2307/2260625,Saldarriaga,1988,Long-Term Chronosequence of Forest Succession in the Upper Rio Negro of Colombia and Venezuela,,1527,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3830,Saldarriaga chronosequence II,Observational II,11,2TEB,NA,2TEB,natcult,UM,Biomass_foliage,422,1985.01.01,8.5,NA,9,NA,9,6.5,4,NI,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2260625,Saldarriaga,1988,Long-Term Chronosequence of Forest Succession in the Upper Rio Negro of Colombia and Venezuela,,1387,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
3831,Saldarriaga chronosequence II,Observational II,11,2TEB,NA,2TEB,natcult,UM,Biomass_ags,443,1985.01.01,8.5,NA,9,NA,9,44.9,4,NI,NI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.2307/2260625,Saldarriaga,1988,Long-Term Chronosequence of Forest Succession in the Upper Rio Negro of Colombia and Venezuela,,1410,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu"
