plothistoryID,sites.sitename,plot.name,plotarea,event.sequence,date,dateloc,distcat,disttype,level,units,percent.mortality,distnotes,plothistoryID.v1,tropical_extratropical
4771,Quebec QC1,"Picea mariana-53%, Abies balsamifera-41%, Betula papyrifera-6%",0.04,1,1801,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4772,Quebec QC1,"Picea mariana-53%, Abies balsamifera-41%, Betula papyrifera-6%",0.04,2,1801,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4773,Quebec QC10,"Picea mariana-99%, Abies balsamifera-1%",0.04,1,1855,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4774,Quebec QC10,"Picea mariana-99%, Abies balsamifera-1%",0.04,2,1855,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4775,Quebec QC11,"Picea mariana-99%, Abies balsamifera-1%",0.04,1,1880,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4776,Quebec QC11,"Picea mariana-99%, Abies balsamifera-1%",0.04,2,1880,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4777,Quebec QC12,"Picea mariana-59%, Abies balsamifera-41%",0.04,1,1759,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4778,Quebec QC12,"Picea mariana-59%, Abies balsamifera-41%",0.04,2,1759,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4779,Quebec QC13,"Picea mariana-75%, Abies balsamifera-25%",0.04,1,1813,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4780,Quebec QC13,"Picea mariana-75%, Abies balsamifera-25%",0.04,2,1813,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4781,Quebec QC14,"Picea mariana-97%, Abies balsamifera-3%",0.04,1,1811,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4782,Quebec QC14,"Picea mariana-97%, Abies balsamifera-3%",0.04,2,1811,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4783,Quebec QC15,"Abies balsamifera-66%, Betula papyrifera-29%, Picea glauca-3%, Picea mariana-1%",0.04,1,1879,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4784,Quebec QC15,"Abies balsamifera-66%, Betula papyrifera-29%, Picea glauca-3%, Picea mariana-1%",0.04,2,1879,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4785,Quebec QC16,"Abies balsamifera-58%, Picea mariana-42%",0.04,1,1834,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4786,Quebec QC16,"Abies balsamifera-58%, Picea mariana-42%",0.04,2,1834,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4787,Quebec QC17,"Picea mariana-69%, Abies balsamifera-31%",0.04,1,1834,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4788,Quebec QC17,"Picea mariana-69%, Abies balsamifera-31%",0.04,2,1834,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4789,Quebec QC2,"Picea mariana-99%, Abies balsamifera-1%",0.04,1,1871,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4790,Quebec QC2,"Picea mariana-99%, Abies balsamifera-1%",0.04,2,1871,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4791,Quebec QC3,"Picea mariana-98%, Abies balsamifera-2%",0.04,1,1859,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4792,Quebec QC3,"Picea mariana-98%, Abies balsamifera-2%",0.04,2,1859,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4793,Quebec QC4,"Picea mariana-98%, Abies balsamifera-2%",0.04,1,1859,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4794,Quebec QC4,"Picea mariana-98%, Abies balsamifera-2%",0.04,2,1859,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4795,Quebec QC5,"Picea mariana-91%, Betula papyrifera-9%",0.04,1,1881,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4796,Quebec QC5,"Picea mariana-91%, Betula papyrifera-9%",0.04,2,1881,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4797,Quebec QC6,Picea mariana-100%,0.04,1,1868,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4798,Quebec QC6,Picea mariana-100%,0.04,2,1868,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4799,Quebec QC7,Picea mariana-100%,0.04,1,1879,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4800,Quebec QC7,Picea mariana-100%,0.04,2,1879,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4801,Quebec QC9,Picea mariana-100%,0.04,1,1886,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4802,Quebec QC9,Picea mariana-100%,0.04,2,1886,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4803,Red Pine Chronosequence 02,Stand development of monoculture plantation.2-y,0.01,1,1999,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4804,Red Pine Chronosequence 02,Stand development of monoculture plantation.2-y,0.01,2,1999,8,Regrowth,Planted,NA,NA,NA,NA,NA,extratropical
4805,Red Pine Chronosequence 03,Stand development of monoculture plantation.3-y,0.01,1,1998,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4806,Red Pine Chronosequence 03,Stand development of monoculture plantation.3-y,0.01,2,1998,8,Regrowth,Planted,NA,NA,NA,NA,NA,extratropical
4807,Red Pine Chronosequence 05,Stand development of monoculture plantation.5-y,0.0225,1,1996,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4808,Red Pine Chronosequence 05,Stand development of monoculture plantation.5-y,0.0225,2,1996,8,Regrowth,Planted,NA,NA,NA,NA,NA,extratropical
4809,Red Pine Chronosequence 08,Stand development of monoculture plantation.8-y,0.015,1,1993,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4810,Red Pine Chronosequence 08,Stand development of monoculture plantation.8-y,0.015,2,1993,8,Regrowth,Planted,NA,NA,NA,NA,NA,extratropical
4811,Red Pine Chronosequence 12,Stand development of monoculture plantation.12-y,0.0225,1,1989,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4812,Red Pine Chronosequence 12,Stand development of monoculture plantation.12-y,0.0225,2,1989,8,Regrowth,Planted,NA,NA,NA,NA,NA,extratropical
4813,Red Pine Chronosequence 17,Stand development of monoculture plantation.17-y,0.0225,1,1984,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4814,Red Pine Chronosequence 17,Stand development of monoculture plantation.17-y,0.0225,2,1984,8,Regrowth,Planted,NA,NA,NA,NA,NA,extratropical
4815,Red Pine Chronosequence 22,Stand development of monoculture plantation.22-y,0.0225,1,1979,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4816,Red Pine Chronosequence 22,Stand development of monoculture plantation.22-y,0.0225,2,1979,8,Regrowth,Planted,NA,NA,NA,NA,NA,extratropical
4817,Red Pine Chronosequence 33,Stand development of monoculture plantation.33-y,0.0225,1,1968,8,Regrowth,Planted,NA,NA,NA,NA,NA,extratropical
4818,Red Pine Chronosequence 33,Stand development of monoculture plantation.33-y,0.0225,2,1968,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4819,Red Pine Chronosequence 55,Stand development of monoculture plantation.55-y,0.0225,1,1946,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4820,Red Pine Chronosequence 55,Stand development of monoculture plantation.55-y,0.0225,2,1946,8,Regrowth,Planted,NA,NA,NA,NA,NA,extratropical
4821,Red Pine Chronosequence 55,Stand development of monoculture plantation.55-y,0.0225,3,NAC,9,Disturbance,Harvest,NA,NA,<100%,Thinned for sawtimber production,NA,extratropical
4822,Renon,Managed,NAC,1,1821,8,Establishment,Establishment of oldest trees*,NA,NA,NA,Managed,NA,extratropical
4823,Renon,Managed,NAC,2,1821,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,Managed,NA,extratropical
4824,Rilonggou 1,Larix,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4825,Rilonggou 2,"Cupressus, Sabina (Juniperus)",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4826,Roccarespampani 1,coppice chronosequence,NAC,1,NI,9,Disturbance,Harvest,NA,NA,NAC,NA,NA,extratropical
4827,Roccarespampani 1,coppice chronosequence,NAC,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,NA,NA,extratropical
4828,Roccarespampani 1,Managed coppice-oak,NAC,1,1999.915068,6,Disturbance,Harvest,NA,NA,<100%,"Harvested in 12/1999, leaving 100 stems ha-1 unharvested to provide seeds (Kowalski 2004)",NA,extratropical
4829,Roccarespampani 1,Managed coppice-oak,NAC,2,1999.915068,6,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,"Harvested in 12/1999, leaving 100 stems ha-1 unharvested to provide seeds (Kowalski 2004)",NA,extratropical
4830,Roccarespampani 1,Managed coppice-oak,NAC,3,1999.915068,6,Establishment,Establishment of oldest trees*,NA,NA,NA,"Harvested in 12/1999, leaving 100 stems ha-1 unharvested to provide seeds (Kowalski 2004)",NA,extratropical
4831,Roccarespampani 2,Managed coppice-oak,NAC,1,1991,8,Disturbance,Harvest,NA,NA,<100%,"Harvested in 1991, leaving 100 stems ha-1 unharvested to provide seeds (Kowalski 2004)",NA,extratropical
4832,Roccarespampani 2,Managed coppice-oak,NAC,2,1991,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,"Harvested in 1991, leaving 100 stems ha-1 unharvested to provide seeds (Kowalski 2004)",NA,extratropical
4833,Roccarespampani 2,Managed coppice-oak,NAC,3,1991,8,Establishment,Establishment of oldest trees*,NA,NA,NA,"Harvested in 1991, leaving 100 stems ha-1 unharvested to provide seeds (Kowalski 2004)",NA,extratropical
4834,Roccarespampani Baldocchi,Managed as 15-20 year rotation coppice,NAC,1,NI,9,Disturbance_prior,Cut,100,%,100,coppiced on a 15-20 year rotation over the past 200 years,NA,extratropical
4835,Roccarespampani Baldocchi,Managed as 15-20 year rotation coppice,NAC,2,NI,9,Regrowth_prior,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,coppiced on a 15-20 year rotation over the past 200 years,NA,extratropical
4836,Roccarespampani Baldocchi,Managed as 15-20 year rotation coppice,NAC,3,1982,8,Disturbance,Cut,100,%,100,coppiced on a 15-20 year rotation over the past 200 years,NA,extratropical
4837,Roccarespampani Baldocchi,Managed as 15-20 year rotation coppice,NAC,4,1982,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,coppiced on a 15-20 year rotation over the past 200 years,NA,extratropical
4838,Roccarespampani Baldocchi,Managed as 15-20 year rotation coppice,NAC,5,1982,8,Establishment,Establishment of oldest trees*,NA,NA,NA,coppiced on a 15-20 year rotation over the past 200 years,NA,extratropical
4839,Rocky Mt. NP (cool temperate montane),"Picea engelmannii, Abies lasiocarpa",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4840,Rongyu,"Pinus armandii, P. taiwanensis, P. densada",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4841,"Rothrock S.F., Allan Seeger Natural Area",T. canadensis old-growth forest,0.21,1,1739,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4842,"Rothrock S.F., Allan Seeger Natural Area",T. canadensis old-growth forest,0.21,2,1739,8,No.disturbance,No disturbance,NA,NA,NA,NA,NA,extratropical
4843,"Rothrock S.F., Detweiler Run Natural Area",T. canadensis old-growth forest,0.21,1,1809,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4844,"Rothrock S.F., Detweiler Run Natural Area",T. canadensis old-growth forest,0.21,2,1809,8,No.disturbance,No disturbance,NA,NA,NA,NA,NA,extratropical
4845,Rovaniemi,"Pinus sylvestris, Picea abies, Betula pendula, B. pubescens",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4846,Rudolph Family Farm,L. tulipifera old-growth forest,0.21,1,1842,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4847,Rudolph Family Farm,L. tulipifera old-growth forest,0.21,2,1842,8,No.disturbance,No disturbance,NA,NA,NA,NA,NA,extratropical
4848,Ruo'ergai,"Picea, Abies",NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4849,Saddler Woods,L. tulipifera old-growth forest,0.21,1,1853,8,Establishment,Establishment of oldest trees*,NA,NA,NA,NA,NA,extratropical
4850,Saddler Woods,L. tulipifera old-growth forest,0.21,2,1853,8,No.disturbance,No disturbance,NA,NA,NA,NA,NA,extratropical
4851,San Pablo de Tregua,Laureliopsis philippiana,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4852,San Pablo de Tregua,Nothofagus dombeyi,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,NA,NA,extratropical
4853,San Pedro mesquite woodland,velvet mesquite dominated woodland,NAC,1,NI,9,No.info,NI,NA,NA,NA,NA,NA,extratropical
4854,San Rossore,Managed,NAC,1,1959,8,Establishment,Establishment of oldest trees*,NA,NA,NA,from Grainer et al. 2007,NA,extratropical
4855,San Rossore,Managed,NAC,2,1959,8,Regrowth,Initiation of post-disturbance cohort (planted or natural)*,NA,NA,NA,from Grainer et al. 2007,NA,extratropical
4856,Santa Rita Mesquite savanna,Managed grazed woody-plant-encroached semiarid grassland,NAC,1,1957,8,Disturbance,Grazed,0.028,animals ha-1 y-1,NA,"year-round cattle grazing from 1957-2005 with about 0.028 animals ha?1 yr?1, or ?50% forage utilization. In 2006, the pasture received only minimal grazing of 25 cattle for 9 days and was not grazed by cattle in 2007.",NA,extratropical
4857,Santiam Pass,RD,NAC,1,NAC,9,No.info,NAC,NA,NA,NA,"Budworm in '90s (burned in 2003, i.e., later than GPP and NPP measurements)",NA,extratropical
4858,Sapporo Hitsujigaoka Experimental Forest,UM forest recovery following fire,NAC,1,NI,9,Disturbance,Burned,1.5,km2,NAC,Natural forest regenerated after fire,NA,extratropical
4859,Sapporo Hitsujigaoka Experimental Forest,UM forest recovery following fire,NAC,2,NI,9,Regrowth,Initiation of post-disturbance cohort (natural)*,NA,NA,NA,Natural forest regenerated after fire,NA,extratropical
4860,Saskatchewan SK1,"Picea mariana-85%, Picea glauca-12%, Populus balsamifera-3%",0.08,1,1878,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4861,Saskatchewan SK1,"Picea mariana-85%, Picea glauca-12%, Populus balsamifera-3%",0.08,2,1878,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4862,Saskatchewan SK10,"Picea mariana-88%, Abies balsamifera-7%, Picea glauca-2%, Populus tremuloides-1%, Betula papyrifera-1%",0.06,1,1895,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4863,Saskatchewan SK10,"Picea mariana-88%, Abies balsamifera-7%, Picea glauca-2%, Populus tremuloides-1%, Betula papyrifera-1%",0.06,2,1895,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4864,Saskatchewan SK11,"Picea glauca-82%, Populus tremuloides-14%, Populus balsamifera-5%",0.08,1,1881,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4865,Saskatchewan SK11,"Picea glauca-82%, Populus tremuloides-14%, Populus balsamifera-5%",0.08,2,1881,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4866,Saskatchewan SK12,"Picea glauca-97%, Populus balsamifera-3%",0.08,1,1879,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4867,Saskatchewan SK12,"Picea glauca-97%, Populus balsamifera-3%",0.08,2,1879,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4868,Saskatchewan SK13,"Picea glauca-78%, Populus tremuloides-13%, Picea mariana-7%, Populus balsamifera-2%",0.08,1,1870,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4869,Saskatchewan SK13,"Picea glauca-78%, Populus tremuloides-13%, Picea mariana-7%, Populus balsamifera-2%",0.08,2,1870,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4870,Saskatchewan SK14,"Picea glauca-93%, Populus tremuloides-5%, Populus balsamifera-2%",0.08,1,1859,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4871,Saskatchewan SK14,"Picea glauca-93%, Populus tremuloides-5%, Populus balsamifera-2%",0.08,2,1859,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4872,Saskatchewan SK15,"Populus tremuloides-73%, Picea glauca-26%, Picea mariana-1%",0.08,1,1887,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4873,Saskatchewan SK15,"Populus tremuloides-73%, Picea glauca-26%, Picea mariana-1%",0.08,2,1887,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4874,Saskatchewan SK16,"Picea glauca-54%, Populus tremuloides-45%, Populus balsamifera-1%",0.08,1,1892,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4875,Saskatchewan SK16,"Picea glauca-54%, Populus tremuloides-45%, Populus balsamifera-1%",0.08,2,1892,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4876,Saskatchewan SK17,"Picea glauca-51%, Populus balsamifera-19%, Abies balsamifera-19%, Picea mariana-5%, Betula papyrifera-4%",0.08,1,1852,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4877,Saskatchewan SK17,"Picea glauca-51%, Populus balsamifera-19%, Abies balsamifera-19%, Picea mariana-5%, Betula papyrifera-4%",0.08,2,1852,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4878,Saskatchewan SK18,"Picea glauca-72%, Abies balsamifera-13%, Betula papyrifera-7%, Populus balsamifera-6%, Picea mariana-2%",0.08,1,1885,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4879,Saskatchewan SK18,"Picea glauca-72%, Abies balsamifera-13%, Betula papyrifera-7%, Populus balsamifera-6%, Picea mariana-2%",0.08,2,1885,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4880,Saskatchewan SK19,"Picea glauca-61%, Populus balsamifera-37%, Picea mariana-3%",0.08,1,1874,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4881,Saskatchewan SK19,"Picea glauca-61%, Populus balsamifera-37%, Picea mariana-3%",0.08,2,1874,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4882,Saskatchewan SK2,"Picea mariana-89%, Populus balsamifera-7%, Picea glauca-4%",0.08,1,1866,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4883,Saskatchewan SK2,"Picea mariana-89%, Populus balsamifera-7%, Picea glauca-4%",0.08,2,1866,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4884,Saskatchewan SK20,"Picea glauca-63%, Populus tremuloides-30%, Populus balsamifera-7%",0.08,1,1819,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4885,Saskatchewan SK20,"Picea glauca-63%, Populus tremuloides-30%, Populus balsamifera-7%",0.08,2,1819,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4886,Saskatchewan SK21,"Picea glauca-67%, Populus tremuloides-23%, Populus balsamifera-10%",0.08,1,1849,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4887,Saskatchewan SK21,"Picea glauca-67%, Populus tremuloides-23%, Populus balsamifera-10%",0.08,2,1849,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4888,Saskatchewan SK22,"Picea glauca-65%, Populus tremuloides-31%, Picea mariana-5%",0.08,1,1864,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4889,Saskatchewan SK22,"Picea glauca-65%, Populus tremuloides-31%, Picea mariana-5%",0.08,2,1864,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4890,Saskatchewan SK23,"Populus tremuloides-58%, Picea mariana-32%, Picea glauca-11%",0.08,1,1860,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4891,Saskatchewan SK23,"Populus tremuloides-58%, Picea mariana-32%, Picea glauca-11%",0.08,2,1860,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4892,Saskatchewan SK24,"Populus tremuloides-60%, Picea glauca-36%, Picea mariana-4%",0.08,1,1868,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4893,Saskatchewan SK24,"Populus tremuloides-60%, Picea glauca-36%, Picea mariana-4%",0.08,2,1868,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4894,Saskatchewan SK25,"Picea glauca-63%, Populus tremuloides-29%, Pinus banksiana-7%, Picea mariana-1%",0.08,1,1839,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4895,Saskatchewan SK25,"Picea glauca-63%, Populus tremuloides-29%, Pinus banksiana-7%, Picea mariana-1%",0.08,2,1839,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4896,Saskatchewan SK26,"Populus tremuloides-57%, Picea glauca-42%, Abies balsamifera-1%",0.08,1,1887,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4897,Saskatchewan SK26,"Populus tremuloides-57%, Picea glauca-42%, Abies balsamifera-1%",0.08,2,1887,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4898,Saskatchewan SK27,"Populus tremuloides-55%, Picea glauca-45%",0.08,1,1882,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4899,Saskatchewan SK27,"Populus tremuloides-55%, Picea glauca-45%",0.08,2,1882,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4900,Saskatchewan SK28,"Populus tremuloides-68%, Picea glauca-32%",0.08,1,1889,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4901,Saskatchewan SK28,"Populus tremuloides-68%, Picea glauca-32%",0.08,2,1889,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4902,Saskatchewan SK29,"Picea glauca-45%, Populus tremuloides-43%, Abies balsamifera-10%, Picea mariana-2%",0.08,1,1871,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4903,Saskatchewan SK29,"Picea glauca-45%, Populus tremuloides-43%, Abies balsamifera-10%, Picea mariana-2%",0.08,2,1871,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4904,Saskatchewan SK3,"Picea mariana-67%, Picea glauca-18%, Populus tremuloides-13%, Populus balsamifera-2%",0.08,1,1870,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4905,Saskatchewan SK3,"Picea mariana-67%, Picea glauca-18%, Populus tremuloides-13%, Populus balsamifera-2%",0.08,2,1870,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4906,Saskatchewan SK30,"Picea glauca-65%, Populus tremuloides-34%, Populus balsamifera-1%",0.08,1,1884,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4907,Saskatchewan SK30,"Picea glauca-65%, Populus tremuloides-34%, Populus balsamifera-1%",0.08,2,1884,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4908,Saskatchewan SK31,"Pinus banksiana-89%, Picea mariana-11%",0.08,1,1856,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4909,Saskatchewan SK31,"Pinus banksiana-89%, Picea mariana-11%",0.08,2,1856,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4910,Saskatchewan SK4,"Picea mariana-87%, Populus balsamifera-11%, Picea glauca-2%",0.08,1,1887,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4911,Saskatchewan SK4,"Picea mariana-87%, Populus balsamifera-11%, Picea glauca-2%",0.08,2,1887,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4912,Saskatchewan SK5,"Picea mariana-87%, Populus balsamifera-7%, Pinus banksiana-6%",0.08,1,1838,8,Establishment,Establishment of oldest trees*,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
4913,Saskatchewan SK5,"Picea mariana-87%, Populus balsamifera-7%, Pinus banksiana-6%",0.08,2,1838,8,No.disturbance,No disturbance,NA,NA,NA,natural (unmanaged) mature boreal forests,NA,extratropical
