plothistoryID,sites.sitename,plot.name,plotarea,date,daten,dateloc,distcat,disttype,level,units,distnotes,plothistoryID.v1
2551,SAT 1000,"Premontane Wet, Transition to Basal, Atlantic Forest recovery following pasture abandonment",NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
2552,SAT 900,"Premontane Wet, Transition to Basal, Atlantic Forest recovery following pasture abandonment",NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
2553,Sebulu,tropical lowland evergreen dipterocarp rainforest,NAC,NAC,NAC,9,No.info,NAC,NA,NA,NA,2198
2554,SHO 750,"Premontane Wet, Transition to Basal, Atlantic Forest recovery following pasture abandonment",NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
2555,Sinop,old-growth tropical forest.SIN,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
2556,Sinop flux station,mature transitional tropical forest,NAC,NI,NI,9,No.info,NI,NA,NA,NA,1556
2557,Sipitang,Forest recovery following drought and wildfire.2-y,NAC,1983.01.01,19830101,9,Establishment,Establishment of oldest trees,NA,NA,year of establishment of oldest trees calculated based on reported stand age and date of measurement,NA
2558,Southeastern Puerto Rico chronosequence,Forest recovery following pasture abandonment ,NAC,NAC,NAC,9,Disturbance,Grazed,NA,NA,NA,1559
2559,Southeastern Puerto Rico chronosequence,Forest recovery following pasture abandonment ,NAC,1936.01.01,19360101,8,Regrowth,Initiation of natural succession,NA,NA,NA,1560
2560,Sucusari A,terra firma SUC-01,1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2427
2562,Sucusari B,terra firma SUC-02,1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2428
2564,Sucusari C,terra firma SUC-03,NAC,NI,NI,9,No.info,NI,NA,NA,NA,5718
2565,Sucusari D,terra firma SUC-04,NAC,NI,NI,9,No.info,NI,NA,NA,NA,5719
2566,Sucusari E,terra firma SUC-05,NAC,NI,NI,9,No.info,NI,NA,NA,NA,5720
2567,Sulawesi,upland tropical forest,,NAC,NAC,9,No.info,NI,NA,NA,NA,5623
2568,Surutu,Forest recovery following slash and burn agriculture.4y,NAC,NI,NI,9,Disturbance,Cultivation,1,year,Rice,1561
2569,Surutu,Forest recovery following slash and burn agriculture.5y S7 or S18,NAC,NI,NI,9,Disturbance,Cultivation,1,year,Rice,1562
2570,Surutu,Forest recovery following slash and burn agriculture.6y,NAC,NI,NI,9,Disturbance,Cultivation,1,year,Rice,1563
2571,Surutu,Forest recovery following slash and burn agriculture.8y S10 or S16,NAC,NI,NI,9,Disturbance,Cultivation,1,year,"Rice (S10), Manioc(S16)",1564
2572,Surutu,Forest recovery following slash and burn agriculture.10y S3 or S14,0.1,NI,NI,9,Disturbance,Cultivation,1,year,Rice,1565
2573,Surutu,Forest recovery following slash and burn agriculture.12y,NAC,NI,NI,9,Disturbance,Cultivation,1,year,Rice,1566
2574,Surutu,Forest recovery following slash and burn agriculture.15y S4 or S6 or S17,NAC,NI,NI,9,Disturbance,Cultivation,1,year,"Rice (S4, S6), Manioc (S17)",1567
2575,Surutu,Forest recovery following slash and burn agriculture.20y,NAC,NI,NI,9,Disturbance,Cultivation,1,year,Rice,1568
2576,Surutu,Forest recovery following slash and burn agriculture.25y,NAC,NI,NI,9,Disturbance,Cultivation,1,year,Rice,1569
2577,Surutu,Forest recovery following slash and burn agriculture.5y S7 or S18,NAC,NI,NI,9,Disturbance,Grazed,7,year,pasture,1570
2578,Surutu,Forest recovery following slash and burn agriculture.4y,NAC,NI,NI,9,Disturbance,Cut,100,%,slash-and-burn,1571
2579,Surutu,Forest recovery following slash and burn agriculture.5y S7 or S18,NAC,NI,NI,9,Disturbance,Cut,100,%,"slash-and-burn (3 cycles, 5 y fallow - S7)",1572
2580,Surutu,Forest recovery following slash and burn agriculture.6y,NAC,NI,NI,9,Disturbance,Cut,100,%,"slash-and-burn (4+ cycles, 5 y fallow)",1573
2581,Surutu,Forest recovery following slash and burn agriculture.8y S10 or S16,NAC,NI,NI,9,Disturbance,Cut,100,%,"slash-and-burn (3 cycles, 8 y fallow)",1574
2582,Surutu,Forest recovery following slash and burn agriculture.10y S3 or S14,NAC,NI,NI,9,Disturbance,Cut,100,%,"slash-and-burn (4+ cycles, S3)",1575
2583,Surutu,Forest recovery following slash and burn agriculture.12y,NAC,NI,NI,9,Disturbance,Cut,100,%,slash-and-burn,1576
2584,Surutu,Forest recovery following slash and burn agriculture.15y S4 or S6 or S17,NAC,NI,NI,9,Disturbance,Cut,100,%,"slash-and-burn (4+ cycles,5 y fallow - S6)",1577
2585,Surutu,Forest recovery following slash and burn agriculture.20y,NAC,NI,NI,9,Disturbance,Cut,100,%,slash-and-burn,1578
2586,Surutu,Forest recovery following slash and burn agriculture.25y,NAC,NI,NI,9,Disturbance,Cut,100,%,"slash-and-burn (4+ cycles, 5 y fallow)",1579
2587,Surutu,Forest recovery following slash and burn agriculture.4y,NAC,NI,NI,9,Disturbance,Burned,NA,NA,slash-and-burn,1580
2588,Surutu,Forest recovery following slash and burn agriculture.5y S7 or S18,NAC,NI,NI,9,Disturbance,Burned,NA,NA,"slash-and-burn (3 cycles, 5 y fallow - S7)",1581
2589,Surutu,Forest recovery following slash and burn agriculture.6y,NAC,NI,NI,9,Disturbance,Burned,NA,NA,"slash-and-burn (4+ cycles, 5 y fallow)",1582
2590,Surutu,Forest recovery following slash and burn agriculture.8y S10 or S16,NAC,NI,NI,9,Disturbance,Burned,NA,NA,"slash-and-burn (3 cycles, 8 y fallow)",1583
2591,Surutu,Forest recovery following slash and burn agriculture.10y S3 or S14,NAC,NI,NI,9,Disturbance,Burned,NA,NA,"slash-and-burn (4+ cycles, S3)",1584
2592,Surutu,Forest recovery following slash and burn agriculture.12y,NAC,NI,NI,9,Disturbance,Burned,NA,NA,slash-and-burn,1585
2593,Surutu,Forest recovery following slash and burn agriculture.15y S4 or S6 or S17,NAC,NI,NI,9,Disturbance,Burned,NA,NA,"slash-and-burn (4+ cycles,5 y fallow - S6)",1586
2594,Surutu,Forest recovery following slash and burn agriculture.20y,NAC,NI,NI,9,Disturbance,Burned,NA,NA,slash-and-burn,1587
2595,Surutu,Forest recovery following slash and burn agriculture.25y,NAC,NI,NI,9,Disturbance,Burned,NA,NA,"slash-and-burn (4+ cycles, 5 y fallow)",1588
2596,Surutu,Forest recovery following slash and burn agriculture.4y,NAC,1991.01.01,19910101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1589
2597,Surutu,Forest recovery following slash and burn agriculture.5y S7 or S18,NAC,1990.01.01,19900101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1590
2598,Surutu,Forest recovery following slash and burn agriculture.6y,NAC,1989.01.01,19890101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1591
2599,Surutu,Forest recovery following slash and burn agriculture.8y S10 or S16,NAC,1987.01.01,19870101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1592
2600,Surutu,Forest recovery following slash and burn agriculture.10y S3 or S14,NAC,1985.01.01,19850101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1593
2601,Surutu,Forest recovery following slash and burn agriculture.12y,NAC,1983.01.01,19830101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1594
2602,Surutu,Forest recovery following slash and burn agriculture.15y S4 or S6 or S17,NAC,1980.01.01,19800101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1595
2603,Surutu,Forest recovery following slash and burn agriculture.20y,NAC,1975.01.01,19750101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1596
2604,Surutu,Forest recovery following slash and burn agriculture.25y,NAC,1970.01.01,19700101,8,Regrowth,Initiation of natural succession*,NA,NA,NA,1597
2605,Surutu,Forest recovery following slash and burn agriculture.4y,NAC,1991.01.01,19910101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1598
2606,Surutu,Forest recovery following slash and burn agriculture.5y S7 or S18,NAC,1990.01.01,19900101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1599
2607,Surutu,Forest recovery following slash and burn agriculture.6y,NAC,1989.01.01,19890101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1600
2608,Surutu,Forest recovery following slash and burn agriculture.8y S10 or S16,NAC,1987.01.01,19870101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1601
2609,Surutu,Forest recovery following slash and burn agriculture.10y S3 or S14,NAC,1985.01.01,19850101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1602
2610,Surutu,Forest recovery following slash and burn agriculture.12y,NAC,1983.01.01,19830101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1603
2611,Surutu,Forest recovery following slash and burn agriculture.15y S4 or S6 or S17,NAC,1980.01.01,19800101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1604
2612,Surutu,Forest recovery following slash and burn agriculture.20y,NAC,1975.01.01,19750101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1605
2613,Surutu,Forest recovery following slash and burn agriculture.25y,NAC,1970.01.01,19700101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,1606
2614,Tambopata,old-growth tropical forest.TAM6,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
2615,Tambopata,partially flooded tropical forest.TAM5,NAC,NAC,NAC,9,NAC,NAC,NAC,NAC,NAC,NA
2616,Tambopata plot 0 TAM-01,"terra firma, floodplain TAM-01",1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2429
2618,Tambopata plot 1 TAM-02,"terra firma, floodplain TAM-02",1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2430
2620,Tambopata plot 2 TAM-03 swamp,swamp TAM-03,0.58,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2432
2621,Tambopata plot 2 TAM-04 clay,"terra firma, floodplain TAM-04",0.42,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2431
2624,Tambopata plot 3 TAM-05,terra firma UM primary forest,1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. Long-term forest inventory plots established in early 1980s,2433
2627,Tambopata plot 4 TAM-06,"terra firma, floodplain UM primary forest",0.96,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. Long-term forest inventory plots established in early 1980s,2434
2629,Tambopata plot 6 TAM-07,terra firma TAM-07,1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2435
2631,Tambopata plot 7 TAM-08,terra firma TAM-08,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5721
2632,Tambopata-Candamo Reserve (TAM-05),permanent plot TAM-05,NAC,NI,NaN,9,No.info,NI,NI,NI,based on long-term forest inventory plots established in early 1980s,1646
2633,Tambopata-Candamo Reserve (TAM-06),permanent plot TAM-06,NAC,NI,NaN,9,No.info,NI,NI,NI,based on long-term forest inventory plots established in early 1980s,1647
2634,Tanguro,control,1,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,2291
2635,Tanguro,Managed burn annually,1,2009.01.01,20090101,8,Disturbance,Burned,NA,NA,NA,2292
2636,Tanguro,Managed burn annually,1,2009.01.01,20090101,8,Regrowth,Initiation of natural succession,NA,NA,NA,2293
2637,Tanguro,Managed burn annually,1,2010.01.01,20100101,8,Disturbance,Burned,NA,NA,NA,2294
2638,Tanguro,Managed burn annually,1,2010.01.01,20100101,8,Regrowth,Initiation of natural succession,NA,NA,NA,2295
2639,Tanguro,Managed burn annually,1,2011.01.01,20110101,8,Disturbance,Burned,NA,NA,NA,2296
2640,Tanguro,Managed burn annually,1,2011.01.01,20110101,8,Regrowth,Initiation of natural succession,NA,NA,NA,2297
2641,Tapajos (Malhi 2009),lowland tropical forest,,NAC,NAC,9,No.info,NI,NA,NA,NA,5622
2642,Tapajos (Poorter),mature 'old growth' forest,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
2643,Tapajos 1,tropical old-growth forest,NAC,NAC,NaN,9,No.info,NAC,NAC,NAC,NAC,2201
2644,Tapajos 2,tropical upland moist forest,NAC,NAC,NaN,9,No.info,NAC,NAC,NAC,NAC,2202
2645,Tapajos Chave 1,old-growth tropical forest.TAP1 forest,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
2646,Tapajos Chave 2,old-growth tropical forest.TAP2 exclusion,NAC,NAC,NAC,9,No.disturbance,No disturbance,NA,NA,NAC,NA
2647,Tapajos National forest,mature forest clay soil,NAC,NI,NI,9,No.info,NI,NA,NA,NA,2091
2648,Tapajos National forest,mature forest sandy soil,NAC,NI,NI,9,No.info,NI,NA,NA,NA,2092
2649,Tapajos NF near km 67 on BR-163,well-drained old-growth upland forest,NAC,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5698
2650,Tapajos NF near km 83 on BR-163,tropical rainforest,NAC,NAC,NaN,9,No.info,NAC,NAC,NAC,NAC,2203
2651,Tapajos NF near km 83 on BR-163,undisturbed forest TUF1,,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5648
2652,Tapajos NF near km 83 on BR-163,undisturbed forest TUF2,,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5649
2653,Tapajos NF near km 83 on BR-163,Managed.reduced impact logging TRIL6,,2000.01.01,20000101,8,Regrowth,Initiation of natural succession,NA,NA,NA,5650
2654,Tapajos NF near km 83 on BR-163,Managed.reduced impact logging TRIL9,,2000.01.01,20000101,8,Regrowth,Initiation of natural succession,NA,NA,NA,5651
2655,Tapajos NF near km 83 on BR-163,Managed.reduced impact logging TRIL6,,2000.01.01,20000101,8,Disturbance,Harvest,NI,NI,NA,5656
2656,Tapajos NF near km 83 on BR-163,Managed.reduced impact logging TRIL9,,2000.01.01,20000101,8,Disturbance,Harvest,NI,NI,NA,5657
2657,Tapajos NF near km 83 on BR-163,Managed.logging concession,,NAC,NAC,9,No.info,NI,NA,NA,likely includes undisturbed and logged forest,5658
2658,Tapajos NF near km 83 on BR-163,Managed.reduced impact logging,,2001.01.01,20010101,8,Disturbance,Harvest,20-30,m3 ha-1,NA,5663
2659,Tapajos NF near km 83 on BR-163,Managed.reduced impact logging,,2001.01.01,20010101,8,Regrowth,Initiation of natural succession,NA,NA,NA,5664
2660,Tapajos NF near km 83 on BR-163,undisturbed forest,,1975.01.01,19750101,8.5,Disturbance,Thinned,NaN,NaN,limited felling of Manilkara huberi for latex extraction ~25 years prior to this study,5665
2661,Tapajos NF near km 83 on BR-163,undisturbed forest,,NI,NI,9,No.disturbance,No disturbance,NA,NA,NA,5666
2662,"Tapajos,RP014","terra firma,1-4d TAP-01",1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2436
2663,"Tapajos,RP014","terra firma,5-8d TAP-02",1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2437
2664,"Tapajos,RP014","terra firma,9-12d TAP-03",1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2438
2665,"Tapajos,RP014",Nepstad et al. 2002,,NAC,NAC,9,No.info,NI,NA,NA,NA,5615
2666,Terciopelo,Tropical Wet Forest recovery following pasture abandonment,NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
2667,Territory Wildlife Park,Eucalypt open-forest savanna,NAC,NAC,NAC,9,No.info,NAC,NA,NA,NA,2204
2668,"The Mega Rice Project, Block C",crop-free agricultural land,NAC,1980.01.01,19800101,8,Disturbance,Drained,NA,NA,NA,1607
2669,"The Mega Rice Project, Block C",crop-free agricultural land,NAC,NI,NI,9,Disturbance,Burned,NA,NA,Surface peat burning,1608
2670,"The Mega Rice Project, Block C",crop-free agricultural land,NAC,NI,NI,9,Disturbance,Fertilization,NA,NA,"Fertilized for growing long bean, spinach, cassava, corn",1609
2671,"The Mega Rice Project, Block C",drained clear-felled but regenerating forest,NAC,1995.01.01,19950101,8.5,Disturbance,Drained,NA,NA,Large drainage canal system excavated in mid 1990s,1610
2672,"The Mega Rice Project, Block C",drained clear-felled but regenerating forest,NAC,1997.01.01,19970101,8,Disturbance,Burned,NA,NA,NA,1611
2673,"The Mega Rice Project, Block C",drained clear-felled but regenerating forest,NAC,NI,NI,9,Disturbance,Cut,100,%,clear-felled,1612
2674,"The Mega Rice Project, Block C",drained peat swamp forest,NAC,1995.01.01,19950101,8.5,Disturbance,Drained,NA,NA,Large drainage canal system excavated in mid 1990s,1613
2675,"The Mega Rice Project, Block C",drained peat swamp forest,NAC,NI,NI,9,Disturbance,Thinned,NA,NA,Selectively logged until the end of the 1990s,1614
2676,"The Mega Rice Project, Block C",homogeneous secondary forest,NAC,NI,NI,9,Disturbance,Thinned,NA,NA,Ended in the 1990s,1615
2677,"The Mega Rice Project, Block C",nondrained peat swamp forest,NAC,1990.01.01,19900101,8.5,Disturbance,Thinned,NA,NA,Selectively logged for the most valuable trees in the 1990s,1616
2678,"The Mega Rice Project, Block C",crop-free agricultural land,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,"Fertilized for growing long bean, spinach, cassava, corn",1617
2679,"The Mega Rice Project, Block C",drained clear-felled but regenerating forest,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,NA,1618
2680,"The Mega Rice Project, Block C",drained peat swamp forest,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,Selectively logged until the end of the 1990s,1619
2681,"The Mega Rice Project, Block C",homogeneous secondary forest,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,Ended in the 1990s,1620
2682,"The Mega Rice Project, Block C",nondrained peat swamp forest,NAC,NI,NI,9,Regrowth,Initiation of natural succession,NA,NA,Selectively logged for the most valuable trees in the 1990s,1621
2683,Thong Pha Phum NF,mixed deciduous forest,NAC,NAC,NAC,9,No.info,NAC,NA,NA,NA,2205
2684,Thong Pha Phum NF,dry evergreen forest,NAC,NAC,NAC,9,No.info,NAC,NA,NA,NA,2206
2685,Thong Pha Phum NF,tropical rainforest,NAC,NAC,NAC,9,No.info,NAC,NA,NA,NA,2207
2686,Thurston,Meterosideros forest.300-y,,NAC,NAC,9,Regrowth,Initiation of natural succession,NA,NA,NA,5600
2687,Tiogo T13,Tree and bush savanna recovery after clear-cut,1,NI,NI,9,Disturbance,Grazed,NA,NA,"Except for grazing, agricultural activities had not been undertaken for at least 50y at any site",2013
2688,Tiogo T13,Tree and bush savanna recovery after clear-cut,1,1982.01.01,19820101,8,Disturbance,Cut,100,%,Fencing and fire protection for about 10 y made initial stand history equal. ,2019
2689,Tiogo T13,Tree and bush savanna recovery after clear-cut,1,1982.01.01,19820101,8,Regrowth,Initiation of natural succession,NA,NA,NA,2025
2690,Tiogo T13,Tree and bush savanna recovery after clear-cut,1,1982.01.01,19820101,8,Establishment,Establishment of oldest trees*,NA,NA,NA,2237
2691,Tiputini 2,terra firma TIP-02,0.8,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2439
2692,Tiputini 3,seasonally flooded TIP-03,1,1904.01.01,19040101,8.5,No.disturbance,No disturbance,NA,NA,All plots were mixed-age old-growth humid forests with no evidence of major human-induced disturbance for at least a century. In most cases the forests are unlikely to have ever experienced a major anthropogenic disturbance. ,2440
2693,Tirimbina,Tropical Wet Forest recovery following pasture abandonment,NAC,NI,NI,NA,Establishment,Establishment of oldest trees,NA,NA,NA,NA
2694,Toa Baja experiment station,Casuarina equisetifolia,0.0768,NI,NI,9,Disturbance,Cut,100,%,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1953
2695,Toa Baja experiment station,Eucalyptus robusta,0.0768,NI,NI,9,Disturbance,Cut,100,%,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1954
2696,Toa Baja experiment station,Leucaena leucocephala,0.0768,NI,NI,9,Disturbance,Cut,100,%,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1955
2697,Toa Baja experiment station,Casuarina + Eucalyptus,0.0768,NI,NI,9,Disturbance,Cut,100,%,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1956
2698,Toa Baja experiment station,Casuarina + Leucaena,0.0768,NI,NI,9,Disturbance,Cut,100,%,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1957
2699,Toa Baja experiment station,Eucalyptus + Leucaena,0.0768,NI,NI,9,Disturbance,Cut,100,%,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1958
2700,Toa Baja experiment station,Casuarina + Eucalyptus: Casuarina specific,0.0768,NI,NI,9,Disturbance,Cut,100,%,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1959
2701,Toa Baja experiment station,Casuarina + Eucalyptus: Eucalyptus specific,0.0768,NI,NI,9,Disturbance,Cut,100,%,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1960
2702,Toa Baja experiment station,Casuarina + Leucaena: Casuarina specific,0.0768,NI,NI,9,Disturbance,Cut,100,%,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1961
2703,Toa Baja experiment station,Casuarina + Leucaena: Leucaena specific,0.0768,NI,NI,9,Disturbance,Cut,100,%,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1962
2704,Toa Baja experiment station,Eucalyptus + Leucaena: Eucalyptus specific,0.0768,NI,NI,9,Disturbance,Cut,100,%,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1963
2705,Toa Baja experiment station,Eucalyptus + Leucaena: Leucaena specific,0.0768,NI,NI,9,Disturbance,Cut,100,%,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1964
2706,Toa Baja experiment station,Casuarina equisetifolia,0.0768,NI,NI,9,Disturbance,Cultivation,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1965
2707,Toa Baja experiment station,Eucalyptus robusta,0.0768,NI,NI,9,Disturbance,Cultivation,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1966
2708,Toa Baja experiment station,Leucaena leucocephala,0.0768,NI,NI,9,Disturbance,Cultivation,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1967
2709,Toa Baja experiment station,Casuarina + Eucalyptus,0.0768,NI,NI,9,Disturbance,Cultivation,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1968
2710,Toa Baja experiment station,Casuarina + Leucaena,0.0768,NI,NI,9,Disturbance,Cultivation,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1969
2711,Toa Baja experiment station,Eucalyptus + Leucaena,0.0768,NI,NI,9,Disturbance,Cultivation,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1970
2712,Toa Baja experiment station,Casuarina + Eucalyptus: Casuarina specific,0.0768,NI,NI,9,Disturbance,Cultivation,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1971
2713,Toa Baja experiment station,Casuarina + Eucalyptus: Eucalyptus specific,0.0768,NI,NI,9,Disturbance,Cultivation,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1972
2714,Toa Baja experiment station,Casuarina + Leucaena: Casuarina specific,0.0768,NI,NI,9,Disturbance,Cultivation,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1973
2715,Toa Baja experiment station,Casuarina + Leucaena: Leucaena specific,0.0768,NI,NI,9,Disturbance,Cultivation,NA,NA,"Formerly supporting coastal dune forest vegetation, the site has been subject to frequent and often intense disturbance for at least a century, including forest clearing, sugarcane cultivation, cattle grazing, topsoil removal, and periodic fires.",1974
