history.ID,sites.sitename,plot.name,plot.area,event.sequence,date,date.loc,hist.cat,hist.type,est.regrowth.assumed.same.year,level,units,percent.mortality,hist.notes,plothistory.ID.v1
5098.01,Li_2010_eosn research site in China,Managed Subtropical Evergreen Forest with Fertilized (300 kgN/ha/yr) treatment,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5098.02,Li_2010_eosn research site in China,Managed Subtropical Evergreen Forest with Fertilized (300 kgN/ha/yr) treatment,NAC,2,NAC,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5098.03,Li_2010_eosn research site in China,Managed Subtropical Evergreen Forest with Fertilized (300 kgN/ha/yr) treatment,NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,Fertilized  300 kgN/ha/yr,NA
5099.01,Jiang_2010_sris research site in China,Mix Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5100.01,Jiang_2010_sris research site in China,Phyllostachys pubescens Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5101.01,Jiang_2010_sris research site in China,Cunninghamia lanceolata Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5102.01,Hu_2010_eosn research site in China,Subtropical Deciduous Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5103.01,Hu_2010_eosn research site in China,Subtropical Deciduous Forest with Fertilized (50 kgN/ha/yr) treatment,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5103.02,Hu_2010_eosn research site in China,Subtropical Deciduous Forest with Fertilized (50 kgN/ha/yr) treatment,NAC,2,NAC,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5103.03,Hu_2010_eosn research site in China,Subtropical Deciduous Forest with Fertilized (50 kgN/ha/yr) treatment,NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,Fertilized  50 kgN/ha/yr,NA
5104.01,Hu_2010_eosn research site in China,Subtropical Deciduous Forest with Fertilized (100 kgN/ha/yr) treatment,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5104.02,Hu_2010_eosn research site in China,Subtropical Deciduous Forest with Fertilized (100 kgN/ha/yr) treatment,NAC,2,NAC,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5104.03,Hu_2010_eosn research site in China,Subtropical Deciduous Forest with Fertilized (100 kgN/ha/yr) treatment,NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,Fertilized  100 kgN/ha/yr,NA
5105.01,Hu_2010_eosn research site in China,Subtropical Deciduous Forest with Fertilized (150 kgN/ha/yr) treatment,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5105.02,Hu_2010_eosn research site in China,Subtropical Deciduous Forest with Fertilized (150 kgN/ha/yr) treatment,NAC,2,NAC,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5105.03,Hu_2010_eosn research site in China,Subtropical Deciduous Forest with Fertilized (150 kgN/ha/yr) treatment,NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,Fertilized  150 kgN/ha/yr,NA
5106.01,Mohanty_2011_sram research site in Orissa India,Tropical Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5107.01,Mohanty_2011_sram research site in Orissa India,Aggrading Tropical Evergreen Forest with Clearcut treatment,NAC,1,NAC,NAC,Disturbance,Cut,NA,NAC,NA,100,Clearcut,NA
5107.02,Mohanty_2011_sram research site in Orissa India,Aggrading Tropical Evergreen Forest with Clearcut treatment,NAC,2,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5107.03,Mohanty_2011_sram research site in Orissa India,Aggrading Tropical Evergreen Forest with Clearcut treatment,NAC,3,NAC,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5108.01,Texas A&M University Research Farm,Aggrading Temperate Deciduous Forest. Stand established around 1991,NAC,1,1991,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5109.01,Santa Cruz Island,Mediterranean Deciduous Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5110.01,Jassal_2011_eonf research site in British Columbia Canada,Managed Temperate Evergreen Forest with Fertilized (200 kg N/ha/yr) treatment. Stand established around 1949,NAC,1,1949,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5110.02,Jassal_2011_eonf research site in British Columbia Canada,Managed Temperate Evergreen Forest with Fertilized (200 kg N/ha/yr) treatment. Stand established around 1949,NAC,2,1949,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5110.03,Jassal_2011_eonf research site in British Columbia Canada,Managed Temperate Evergreen Forest with Fertilized (200 kg N/ha/yr) treatment. Stand established around 1949,NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,Fertilized  200 kg N/ha/yr,NA
5111.01,Potvin_2011_aeat research site in Buena Vista Panama,Aggrading Tropical Evergreen Forest. Stand established around 2001,NAC,1,2001,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5112.01,Wu_2011_upcm research site in China,Aggrading Subtropical Evergreen Forest. Stand established around 1984,NAC,1,1984,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5113.01,Wu_2011_upcm research site in China,Managed Aggrading Subtropical Evergreen Forest with Understory removal treatment. Stand established around 1984,NAC,1,1984,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5113.02,Wu_2011_upcm research site in China,Managed Aggrading Subtropical Evergreen Forest with Understory removal treatment. Stand established around 1984,NAC,2,1984,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5113.03,Wu_2011_upcm research site in China,Managed Aggrading Subtropical Evergreen Forest with Understory removal treatment. Stand established around 1984,NAC,3,NAC,NAC,Disturbance,Cut,NA,NAC,NA,<100%,Understory removal,NA
5114.01,Wu_2011_upcm research site in China,Aggrading Subtropical Evergreen Forest. Stand established around 2006,NAC,1,2006,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5115.01,Wu_2011_upcm research site in China,Managed Aggrading Subtropical Evergreen Forest with Understory removal treatment. Stand established around 2006,NAC,1,2006,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5115.02,Wu_2011_upcm research site in China,Managed Aggrading Subtropical Evergreen Forest with Understory removal treatment. Stand established around 2006,NAC,2,2006,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5115.03,Wu_2011_upcm research site in China,Managed Aggrading Subtropical Evergreen Forest with Understory removal treatment. Stand established around 2006,NAC,3,NAC,NAC,Disturbance,Cut,NA,NAC,NA,<100%,Understory removal,NA
5116.01,Degaga,Podocarpus falcatus Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5117.01,Degaga,Croton macrostachys Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5118.01,Degaga,Prunus africana Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5119.01,Hawaii Experimental Tropical Forest,Subtropical Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5120.01,Hakalau Forest National Wildlife Refuge,Subtropical Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5121.01,Jiufeng Mountain,Temperate Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5125.01,Pumpanen_2004_scef research site in Finland,"Boreal Evergreen Forest with Clearcut, logging residue treatment. Stand established around 1998",NAC,1,NAC,NAC,Disturbance,Cut,NA,NAC,NA,100,"Clearcut, logging residue",NA
5125.02,Pumpanen_2004_scef research site in Finland,"Boreal Evergreen Forest with Clearcut, logging residue treatment. Stand established around 1998",NAC,2,1998,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5125.03,Pumpanen_2004_scef research site in Finland,"Boreal Evergreen Forest with Clearcut, logging residue treatment. Stand established around 1998",NAC,3,1998,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5126.01,Pumpanen_2004_scef research site in Finland,"Boreal Evergreen Forest with Clearcut, no residue treatment. Stand established around 1867",NAC,1,NAC,NAC,Disturbance,Harvest,NA,NAC,NA,100,"Clearcut, no residue",NA
5126.02,Pumpanen_2004_scef research site in Finland,"Boreal Evergreen Forest with Clearcut, no residue treatment. Stand established around 1867",NAC,2,1867,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5126.03,Pumpanen_2004_scef research site in Finland,"Boreal Evergreen Forest with Clearcut, no residue treatment. Stand established around 1867",NAC,3,1867,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5127.01,Pumpanen_2004_scef research site in Finland,"Boreal Evergreen Forest with Clearcut, no residue treatment. Stand established around 1998",NAC,1,NAC,NAC,Disturbance,Harvest,NA,NAC,NA,100,"Clearcut, no residue",NA
5127.02,Pumpanen_2004_scef research site in Finland,"Boreal Evergreen Forest with Clearcut, no residue treatment. Stand established around 1998",NAC,2,1998,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5127.03,Pumpanen_2004_scef research site in Finland,"Boreal Evergreen Forest with Clearcut, no residue treatment. Stand established around 1998",NAC,3,1998,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5128.01,Central Soil and Water Conservation Research and Training Institute,Jatropha curcas Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5129.01,Central Soil and Water Conservation Research and Training Institute,Leucaena leucocephala Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5130.01,Central Soil and Water Conservation Research and Training Institute,Acacia nilotica Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5131.01,Central Soil and Water Conservation Research and Training Institute,Azadirachta indica Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5132.01,Central Soil and Water Conservation Research and Training Institute,Prosopis juliflora Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5133.01,Heshan Hilly Land Interdisciplinary Experimental Station,Aggrading Acacia magnium Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5134.01,Heshan Hilly Land Interdisciplinary Experimental Station,Managed Aggrading Acacia magnium Forest with Fertilized (5 g N/m2/yr) treatment,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5134.02,Heshan Hilly Land Interdisciplinary Experimental Station,Managed Aggrading Acacia magnium Forest with Fertilized (5 g N/m2/yr) treatment,NAC,2,NAC,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5134.03,Heshan Hilly Land Interdisciplinary Experimental Station,Managed Aggrading Acacia magnium Forest with Fertilized (5 g N/m2/yr) treatment,NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,Fertilized  5 g N/m2/yr,NA
5135.01,Heshan Hilly Land Interdisciplinary Experimental Station,Managed Aggrading Eucalyptus urophylla Forest with Fertilized (5 g N/m2/yr) treatment,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5135.02,Heshan Hilly Land Interdisciplinary Experimental Station,Managed Aggrading Eucalyptus urophylla Forest with Fertilized (5 g N/m2/yr) treatment,NAC,2,NAC,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5135.03,Heshan Hilly Land Interdisciplinary Experimental Station,Managed Aggrading Eucalyptus urophylla Forest with Fertilized (5 g N/m2/yr) treatment,NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,Fertilized  5 g N/m2/yr,NA
5136.01,Heshan Hilly Land Interdisciplinary Experimental Station,Managed Aggrading Acacia magnium Forest with Fertilized (1 g P/m2/yr) treatment,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5136.02,Heshan Hilly Land Interdisciplinary Experimental Station,Managed Aggrading Acacia magnium Forest with Fertilized (1 g P/m2/yr) treatment,NAC,2,NAC,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5136.03,Heshan Hilly Land Interdisciplinary Experimental Station,Managed Aggrading Acacia magnium Forest with Fertilized (1 g P/m2/yr) treatment,NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,Fertilized  1 g P/m2/yr,NA
5137.01,Heshan Hilly Land Interdisciplinary Experimental Station,Managed Aggrading Eucalyptus urophylla Forest with Fertilized (1 g P/m2/yr) treatment,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5137.02,Heshan Hilly Land Interdisciplinary Experimental Station,Managed Aggrading Eucalyptus urophylla Forest with Fertilized (1 g P/m2/yr) treatment,NAC,2,NAC,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5137.03,Heshan Hilly Land Interdisciplinary Experimental Station,Managed Aggrading Eucalyptus urophylla Forest with Fertilized (1 g P/m2/yr) treatment,NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,Fertilized  1 g P/m2/yr,NA
5138.01,Heshan Hilly Land Interdisciplinary Experimental Station,"Managed Aggrading Acacia magnium Forest with Fertilized (5 g N/m2/yr, 1 g P/m2/yr) treatment",NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5138.02,Heshan Hilly Land Interdisciplinary Experimental Station,"Managed Aggrading Acacia magnium Forest with Fertilized (5 g N/m2/yr, 1 g P/m2/yr) treatment",NAC,2,NAC,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5138.03,Heshan Hilly Land Interdisciplinary Experimental Station,"Managed Aggrading Acacia magnium Forest with Fertilized (5 g N/m2/yr, 1 g P/m2/yr) treatment",NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,"Fertilized  5 g N/m2/yr, 1 g P/m2/yr",NA
5139.01,Heshan Hilly Land Interdisciplinary Experimental Station,"Managed Aggrading Eucalyptus urophylla Forest with Fertilized (5 g N/m2/yr, 1 g P/m2/yr) treatment",NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5139.02,Heshan Hilly Land Interdisciplinary Experimental Station,"Managed Aggrading Eucalyptus urophylla Forest with Fertilized (5 g N/m2/yr, 1 g P/m2/yr) treatment",NAC,2,NAC,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5139.03,Heshan Hilly Land Interdisciplinary Experimental Station,"Managed Aggrading Eucalyptus urophylla Forest with Fertilized (5 g N/m2/yr, 1 g P/m2/yr) treatment",NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,"Fertilized  5 g N/m2/yr, 1 g P/m2/yr",NA
5140.01,M1,Subtropical Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5141.01,M2,Subtropical Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5142.01,M3,Aggrading Subtropical Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5143.01,M5,Aggrading Subtropical Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5144.01,H1,Subtropical Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5145.01,H2,Subtropical Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5146.01,Dinghushan Biosphere Reserve,Masson pine forest (MPF) with irrigation (2x precipitation) treatment. Stand established around 1950.,0.0009,1,1950,8.5,Establishment,Establishment of oldest trees,1,NA,NA,NA,planted by local people in 1950s,NA
5146.02,Dinghushan Biosphere Reserve,Masson pine forest (MPF) with irrigation (2x precipitation) treatment. Stand established around 1950.,0.0009,2,1950,8.5,Regrowth,Planted,1,NA,NA,NA,planted by local people in 1950s,NA
5146.03,Dinghushan Biosphere Reserve,Masson pine forest (MPF) with irrigation (2x precipitation) treatment. Stand established around 1950.,0.0009,3,2006.916667,7,Management,Irrigation,NA,NAC,NA,NA,Irrigation  2x precip,NA
5147.01,Dinghushan Biosphere Reserve,secondary coniferous and broadleaf mixed forest (MF) with irrigation (2x precipitation) treatment. Stand established around 1903.,0.0009,1,1903,8.5,Establishment,Establishment of oldest trees,0,NA,NA,NA,developed from artificial pine forest with a gradual invasion of some pioneer broadleaf species through natural succession. Age given as -100 in Yan_2006_eosr (measurements made in 2003),NA
5147.02,Dinghushan Biosphere Reserve,secondary coniferous and broadleaf mixed forest (MF) with irrigation (2x precipitation) treatment. Stand established around 1903.,0.0009,2,1910,8.5,No.disturbance,No disturbance,NA,NA,NA,NA,No disturbance for about 100 years (from Deng_2012_eopo),NA
5147.03,Dinghushan Biosphere Reserve,secondary coniferous and broadleaf mixed forest (MF) with irrigation (2x precipitation) treatment. Stand established around 1903.,0.0009,3,2006.916667,7,Management,Irrigation,NA,NAC,NA,NA,Irrigation  2x precip,NA
5148.01,Dinghushan Biosphere Reserve,primary evergreen broadleaf tropical forest (MEBF) with irrigation (2x precipitation) treatment,0.0009,1,1604,8,Establishment,Establishment of oldest trees,0,NA,NA,NA,"primary forest, at least 400 years old",NA
5148.02,Dinghushan Biosphere Reserve,primary evergreen broadleaf tropical forest (MEBF) with irrigation (2x precipitation) treatment,0.0009,2,1956,8,No.disturbance,No disturbance,NA,NA,NA,NA,Dinghushan Natural Reserve established 1956,NA
5148.03,Dinghushan Biosphere Reserve,primary evergreen broadleaf tropical forest (MEBF) with irrigation (2x precipitation) treatment,0.0009,3,2006.916667,7,Management,Irrigation,NA,NAC,NA,NA,Irrigation  2x precip,NA
5149.01,Muhos,Boreal Evergreen Forest. Stand established around 1993,NAC,1,1993,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5150.01,Koli National Park,Aggrading Boreal Evergreen Forest. Stand established around 2000,NAC,1,2000,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5151.01,Koli National Park,Aggrading Boreal Evergreen Forest. Stand established around 1975,NAC,1,1975,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5152.01,Koli National Park,Boreal Evergreen Forest. Stand established around 1945,NAC,1,1945,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5153.01,Koli National Park,Boreal Evergreen Forest. Stand established around 1905,NAC,1,1905,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5154.01,Hyytiala,Aggrading Boreal Evergreen Forest. Stand established around 2006,NAC,1,2006,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5155.01,Las Cardas Experimental Station,Aggrading Mediterranean Deciduous Forest. Stand established around 2005,NAC,1,2005,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5156.01,Territory Wildlife Park,Tropical Deciduous Savanna,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5157.01,Territory Wildlife Park,Tropical Deciduous Savanna with Burnt treatment,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5158.01,Harran University Experimental Farm,"Managed Temperate Deciduous Forest with Irrigation, fertilized treatment. Stand established around 1999",NAC,1,1999,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5158.02,Harran University Experimental Farm,"Managed Temperate Deciduous Forest with Irrigation, fertilized treatment. Stand established around 1999",NAC,2,1999,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5158.03,Harran University Experimental Farm,"Managed Temperate Deciduous Forest with Irrigation, fertilized treatment. Stand established around 1999",NAC,3,NAC,NAC,Management,Irrigation,NA,NAC,NA,NA,"Irrigation, fertilized",NA
5158.04,Harran University Experimental Farm,"Managed Temperate Deciduous Forest with Irrigation, fertilized treatment. Stand established around 1999",NAC,4,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,"Irrigation, fertilized",NA
5159.01,Harran University Experimental Farm-UC,Managed Temperate Deciduous Forest with Fertilized treatment. Stand established around 1998,NAC,1,1998,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5159.02,Harran University Experimental Farm-UC,Managed Temperate Deciduous Forest with Fertilized treatment. Stand established around 1998,NAC,2,1998,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5159.03,Harran University Experimental Farm-UC,Managed Temperate Deciduous Forest with Fertilized treatment. Stand established around 1998,NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,Fertilized,NA
5160.01,Harran University Experimental Farm-BR,Managed Temperate Deciduous Forest with Fertilized treatment. Stand established around 1998,NAC,1,1998,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5160.02,Harran University Experimental Farm-BR,Managed Temperate Deciduous Forest with Fertilized treatment. Stand established around 1998,NAC,2,1998,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5160.03,Harran University Experimental Farm-BR,Managed Temperate Deciduous Forest with Fertilized treatment. Stand established around 1998,NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,Fertilized,NA
5161.01,Bokhorst_2013_risd research site in Sweden,Boreal Mixed Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5162.01,Beijing Olympic Forest Park,Temperate Deciduous Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5163.01,Cheng_2013_teol research site in Guizhou China,Subtropical Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5166.01,Harvard Forest,Temperate Deciduous Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5167.01,Harvard Forest,Temperate Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5168.01,Harvard Forest,Temperate Mixed Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5169.01,Zapadnodvinskii Forest-Bog Station,Boreal Evergreen Forest. Stand established around 1946,NAC,1,1946,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5170.01,TZ,Boreal Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5171.01,BS1,Boreal Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5172.01,BS2,Boreal Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5173.01,Ma_2013_eocs research site in Jiangxi China,Subtropical Mixed Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5174.01,Ma_2013_eocs research site in Jiangxi China,Aggrading Subtropical Mixed Forest. Stand established around 2006,NAC,1,2006,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5175.01,Yan_2013_fsrr research site in Shanxi China,Aggrading Temperate Evergreen Forest. Stand established around 1980,NAC,1,1980,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5176.01,Geshikao Nature Reserve,Subtropical NA Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5177.01,Mt Gonglushan,Temperate Deciduous Forest. Stand established around 1951,NAC,1,1951,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5178.01,Mt Gonglushan,Temperate Deciduous Forest. Stand established around 1961,NAC,1,1961,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5179.01,Mt Gonglushan,Temperate Deciduous Forest. Stand established around 1981,NAC,1,1981,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5180.01,Hailuogou Glacier and Forest National Park,Temperate Deciduous Forest. Stand established around 1809,NAC,1,1809,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5181.01,Hailuogou Glacier and Forest National Park,Temperate Deciduous Forest. Stand established around 1949,NAC,1,1949,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5182.01,Taihang Mountain Ecological Experimental Station,Temperate Deciduous Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5183.01,Samcheok,Temperate Evergreen Forest,NAC,1,NAC,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5184.01,Samcheok,Aggrading Temperate Deciduous Forest. Stand established around 2000,NAC,1,2000,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5185.01,Qianshao Farm-CC,Managed Subtropical Evergreen Forest with Fertilized treatment. Stand established around 1988,NAC,1,1988,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5185.02,Qianshao Farm-CC,Managed Subtropical Evergreen Forest with Fertilized treatment. Stand established around 1988,NAC,2,1988,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5185.03,Qianshao Farm-CC,Managed Subtropical Evergreen Forest with Fertilized treatment. Stand established around 1988,NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,Fertilized,NA
5186.01,Qianshao Farm-KB,Managed Subtropical Deciduous Forest with Fertilized treatment. Stand established around 1993,NAC,1,1993,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
5186.02,Qianshao Farm-KB,Managed Subtropical Deciduous Forest with Fertilized treatment. Stand established around 1993,NAC,2,1993,NAC,Regrowth,Initiation of post-disturbance cohort (planted or natural),1,NA,NA,NA,NA,NA
5186.03,Qianshao Farm-KB,Managed Subtropical Deciduous Forest with Fertilized treatment. Stand established around 1993,NAC,3,NAC,NAC,Management,Fertilization,NA,NAC,NA,NA,Fertilized,NA
5187.01,Qianshao Farm-FL,Aggrading Subtropical Deciduous Forest. Stand established around 2005,NAC,1,2005,NAC,Establishment,Establishment of oldest trees,1,NA,NA,NA,NA,NA
