site.ID,sites.sitename,network,alt.names,super.site,city,state,country,lat,lon,masl,geography.notes,mat,min.temp,max.temp,map,climate.notes,soil.texture,sand,silt,clay,soil.classification,soil.notes,hydrology.notes,site.notes,geographic.area,biogeog,Koeppen,FAO.ecozone,site.ID.v1,measurement.refs,site.ref,ref.notes,lacks.info.from.ori.pub,loaded.from,loaded.by,potential_duplicate_group,potential_duplicate_group_parsed,confirmed.unique,potential_duplicate_group_manual,duplicate.notes
4337,Nanping Sichuan 11,NA,NA,NA,NAC,,China,33.42,103.58,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4457,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4338,Nanping Sichuan 12,NA,NA,NA,NAC,,China,33.55,103.58,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4458,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,30,1,NA,NA,NA
4339,Nanping Sichuan 13,NA,NA,NA,NAC,,China,33.57,103.58,3184,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4459,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,30,1,NA,NA,NA
4340,Nanping Sichuan 14,NA,NA,NA,NAC,,China,33.58,103.58,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4460,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,30,1,NA,NA,NA
4341,Nanping Sichuan 15,NA,NA,NA,NAC,,China,33.6,103.58,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4461,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,30,1,NA,NA,NA
4342,Nanping Sichuan 16,NA,NA,NA,NAC,,China,33.67,103.62,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4462,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4343,Nanping Sichuan 17,NA,NA,NA,NAC,,China,33.25,103.63,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4463,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,23,1,NA,NA,NA
4344,Nanping Sichuan 18,NA,NA,NA,NAC,,China,33.28,103.63,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4464,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,23,1,NA,NA,NA
4345,Nanping Sichuan 19,NA,NA,NA,NAC,,China,33.3,103.63,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4465,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,23,1,NA,NA,NA
4346,Nanping Sichuan 20,NA,NA,NA,NAC,,China,33.45,103.63,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4466,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4347,Nanping Sichuan 21,NA,NA,NA,NAC,,China,33.55,103.66,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4467,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,31,1,NA,NA,NA
4348,Nanping Sichuan 22,NA,NA,NA,NAC,,China,33.57,103.66,3180,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4468,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,31,1,NA,NA,NA
4349,Nanping Sichuan 23,NA,NA,NA,NAC,,China,33.62,103.66,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4469,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4350,Nanping Sichuan 24,NA,NA,NA,NAC,,China,33.63,103.66,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4470,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4351,Nanping Sichuan 26,NA,NA,NA,NAC,,China,33.33,103.67,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4472,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,23,1,NA,NA,NA
4352,Nanping Sichuan 27,NA,NA,NA,NAC,,China,33.5,103.67,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4473,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,31,1,NA,NA,NA
4353,Nanping Sichuan 28,NA,NA,NA,NAC,,China,33.52,103.67,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4474,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,31,1,NA,NA,NA
4354,Nanping Sichuan 29,NA,NA,NA,NAC,,China,33.53,103.67,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4475,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,31,1,NA,NA,NA
4355,Nanping Sichuan 30,NA,NA,NA,NAC,,China,33.57,103.69,3180,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4476,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,31,1,NA,NA,NA
4356,Nanping Sichuan 31,NA,NA,NA,NAC,,China,33.18,103.71,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4477,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4357,Nanping Sichuan 32,NA,NA,NA,NAC,,China,33.2,103.71,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4478,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4358,Nanping Sichuan 33,NA,NA,NA,NAC,,China,33.23,103.71,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4479,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4359,Nanping Sichuan 34,NA,NA,NA,NAC,,China,33.3,103.71,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4480,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,23,1,NA,NA,NA
4360,Nanping Sichuan 35,NA,NA,NA,NAC,,China,33.5,103.71,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4481,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,31,1,NA,NA,NA
4361,Nanping Sichuan 36,NA,NA,NA,NAC,,China,33.52,103.71,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4482,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,31,1,NA,NA,NA
4362,Nanping Sichuan 37,NA,NA,NA,NAC,,China,33.53,103.71,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4483,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,31,1,NA,NA,NA
4363,Nanping Sichuan 38,NA,NA,NA,NAC,,China,33.55,103.71,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4484,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,31,1,NA,NA,NA
4364,Nanping Sichuan 39,NA,NA,NA,NAC,,China,33.57,103.71,3180,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4485,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,31,1,NA,NA,NA
4365,Nanping Sichuan 40,NA,NA,NA,NAC,,China,33.58,103.71,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4486,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,31,1,NA,NA,NA
4366,Nanping Sichuan 41,NA,NA,NA,NAC,,China,33.6,103.71,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4487,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,31,1,NA,NA,NA
4367,Nanping Sichuan 45,NA,NA,NA,NAC,,China,33.3,103.75,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4491,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,23,1,NA,NA,NA
4368,Nanping Sichuan 46,NA,NA,NA,NAC,,China,33.32,103.75,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4492,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,23,1,NA,NA,NA
4369,Nanping Sichuan 53,NA,NA,NA,NAC,,China,32.6,103.76,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4499,195,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,118,1,NA,NA,NA
4370,Nanping Sichuan 54,NA,NA,NA,NAC,,China,33.25,103.76,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4500,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,23,1,NA,NA,NA
4371,Nanping Sichuan 55,NA,NA,NA,NAC,,China,33.33,103.76,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4501,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,23,1,NA,NA,NA
4372,Nanping Sichuan 58,NA,NA,NA,NAC,,China,33.28,103.77,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4504,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,23,1,NA,NA,NA
4373,Nanping Sichuan 59,NA,NA,NA,NAC,,China,33.32,103.77,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4505,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,23,1,NA,NA,NA
4374,Nanping Sichuan 60,NA,NA,NA,NAC,,China,33.48,103.79,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4506,54,Asia,Dwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4375,Nanping Sichuan 62,NA,NA,NA,NAC,,China,33.32,103.8,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4508,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,23,1,NA,NA,NA
4376,Nanping Sichuan 118,NA,NA,NA,NAC,,China,33,104.32,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4564,54,Asia,Dwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4377,Nanping Sichuan 119,NA,NA,NA,NAC,,China,33.5,104.83,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4565,196,Asia,Cwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,119,1,NA,NA,NA
4378,Nanping Sichuan 120,NA,NA,NA,NAC,,China,33.53,104.87,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4566,196,Asia,Cwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,119,1,NA,NA,NA
4379,Nanping Sichuan 121,NA,NA,NA,NAC,,China,33.57,104.87,3180,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4567,196,Asia,Cwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,119,1,NA,NA,NA
4380,Nanping Sichuan 122,NA,NA,NA,NAC,,China,33.58,104.87,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4568,196,Asia,Cwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,119,1,NA,NA,NA
4381,Nanping Sichuan 123,NA,NA,NA,NAC,,China,33.6,104.87,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4569,196,Asia,Cwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,119,1,NA,NA,NA
4382,Nanping Sichuan 124,NA,NA,NA,NAC,,China,33.27,104.91,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4570,1409,Asia,Cwa,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4383,Nanping Sichuan 125,NA,NA,NA,NAC,,China,33.53,104.91,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4571,196,Asia,Cwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,119,1,NA,NA,NA
4384,Nanping Sichuan 126,NA,NA,NA,NAC,,China,33.57,104.91,3180,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4572,196,Asia,Cwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,119,1,NA,NA,NA
4385,Nanping Sichuan 127,NA,NA,NA,NAC,,China,33.58,104.91,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4573,196,Asia,Cwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,119,1,NA,NA,NA
4386,Nanping Sichuan 128,NA,NA,NA,NAC,,China,33.6,104.91,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4574,196,Asia,Cwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,119,1,NA,NA,NA
4387,Nanping Sichuan 129,NA,NA,NA,NAC,,China,33.52,104.96,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4575,196,Asia,Cwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,119,1,NA,NA,NA
4388,Nanping Sichuan 130,NA,NA,NA,NAC,,China,33.55,104.96,3200,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4576,196,Asia,Cwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,119,1,NA,NA,NA
4389,Nanping Sichuan 131,NA,NA,NA,NAC,,China,33.57,104.96,3180,NA,7.8,NAC,NAC,600,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4577,196,Asia,Cwb,Temperate mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,119,1,NA,NA,NA
4390,Napo Guangxi ,NA,NA,NA,NAC,,China,23.13,105.57,1138,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4578,1410,Asia,Cwa,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4391,Napo Guangxi 1,NA,NA,NA,NAC,,China,23,105.86,1099,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4579,1411,Asia,Cwa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4392,Napo Guangxi 2,NA,NA,NA,NAC,,China,23.07,105.92,524,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4580,1411,Asia,Cwa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4393,Nayong Guizhou ,NA,NA,NA,NAC,,China,26.7,105.9,1800,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4581,1412,Asia,Cwa,Subtropical humid forest,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4394,Ninglang Yunnan ,NA,NA,NA,NAC,,China,27.6,100.3,2908,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4582,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4395,Ninglang Yunnan 1,NA,NA,NA,NAC,,China,27.45,100.48,3060,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4583,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4396,Ninglang Yunnan 2,NA,NA,NA,NAC,,China,27.67,100.48,2560,NA,NAC,NAC,NAC,NAC,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4584,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4397,Ninglang Yunnan 3,NA,NA,NA,NAC,,China,27.02,100.53,2920,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4585,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4398,Ninglang Yunnan 4,NA,NA,NA,NAC,,China,27.38,100.54,2300,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4586,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4399,Ninglang Yunnan 5,NA,NA,NA,NAC,,China,27.53,100.54,3100,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4587,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4400,Ninglang Yunnan 6,NA,NA,NA,NAC,,China,27.67,100.54,3280,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4588,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4401,Ninglang Yunnan 7,NA,NA,NA,NAC,,China,27.67,100.6,4100,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4589,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4402,Ninglang Yunnan 8,NA,NA,NA,NAC,,China,27.75,100.6,2940,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4590,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4403,Ninglang Yunnan 9,NA,NA,NA,NAC,,China,27.02,100.65,2580,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4591,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4404,Ninglang Yunnan 10,NA,NA,NA,NAC,,China,27.1,100.65,2730,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4592,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4405,Ninglang Yunnan 11,NA,NA,NA,NAC,,China,27.67,100.66,3278,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4593,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,332,1,NA,NA,NA
4406,Ninglang Yunnan 12,NA,NA,NA,NAC,,China,27.02,100.71,2790,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4594,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4407,Ninglang Yunnan 13,NA,NA,NA,NAC,,China,27.17,100.72,2920,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4595,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,291,1,NA,NA,NA
4408,Ninglang Yunnan 14,NA,NA,NA,NAC,,China,27.23,100.72,2830,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4596,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4409,Ninglang Yunnan 15,NA,NA,NA,NAC,,China,27.32,100.72,3110,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4597,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4410,Ninglang Yunnan 16,NA,NA,NA,NAC,,China,27.45,100.72,3136,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4598,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
4411,Ninglang Yunnan 17,NA,NA,NA,NAC,,China,26.8,100.77,2930,NA,12.9,NAC,NAC,1010,NA,NAC,NAC,NAC,NAC,,NA,NA,GROA site.id #4599,208,Asia,Cwb,Subtropical mountain system,NA,Guo_2014_part,NA,NA,0,"[Cook-Patton database citation, in ForC format]",R script by Valentine Herrmann,0,0,NA,NA,NA
